anio,region,area_km2,gini,pib_per_capita,tasa_pobr,pobl_total,tasa_informalidad,idh,ingreso_medio,prom_anio_estudio,tasa_homicidios,densidad_pobl
2001-01-01,Acre,153149.9,NA,8.9890728769696,NA,NA,NA,NA,NA,NA,21.07,NA
2002-01-01,Acre,153149.9,NA,9.61716243952617,NA,NA,NA,NA,NA,NA,25.73,NA
2003-01-01,Acre,153149.9,NA,9.36318192867275,NA,NA,NA,NA,NA,NA,24.48,NA
2004-01-01,Acre,153149.9,NA,9.27690927057502,NA,NA,NA,NA,NA,NA,18.56,NA
2005-01-01,Acre,153149.9,NA,9.23658428565929,NA,NA,NA,NA,NA,NA,18.51,NA
2006-01-01,Acre,153149.9,NA,9.14616185011725,NA,NA,NA,NA,NA,NA,23.01,NA
2007-01-01,Acre,153149.9,NA,9.99747068413001,NA,NA,NA,NA,NA,NA,19.48,NA
2008-01-01,Acre,153149.9,NA,10.9671948776514,NA,NA,NA,NA,NA,NA,19.56,NA
2009-01-01,Acre,153149.9,NA,11.6212341870351,NA,NA,NA,NA,NA,NA,22.14,NA
2010-01-01,Acre,153149.9,NA,11.3587212112548,NA,NA,NA,NA,NA,NA,22.49,NA
2011-01-01,Acre,153149.9,NA,11.0695273551648,NA,NA,NA,NA,NA,NA,21.97,NA
1985-01-01,Amazonas,1577820.2000000004,NA,7.3061921667,NA,NA,NA,NA,NA,NA,10.6,NA
1986-01-01,Amazonas,1577820.2000000004,NA,7.5465779722,NA,NA,NA,NA,NA,NA,8.84,NA
1987-01-01,Amazonas,1577820.2000000004,NA,7.6018588653,NA,NA,NA,NA,NA,NA,9.89,NA
1988-01-01,Amazonas,1577820.2000000004,NA,8.05495288,NA,NA,NA,NA,NA,NA,11.87,NA
1989-01-01,Amazonas,1577820.2000000004,NA,7.8280669131,NA,NA,NA,NA,NA,NA,16.22,NA
1990-01-01,Amazonas,1577820.2000000004,NA,7.61623794,NA,NA,NA,NA,NA,NA,18.02,NA
1991-01-01,Amazonas,1577820.2000000004,NA,7.4714279528,NA,NA,NA,0.743,NA,NA,19.16,NA
1992-01-01,Amazonas,1577820.2000000004,NA,15.356682793089,NA,NA,NA,NA,NA,NA,16.29,NA
1993-01-01,Amazonas,1577820.2000000004,NA,18.8326457810838,NA,NA,NA,NA,NA,NA,15.78,NA
1994-01-01,Amazonas,1577820.2000000004,NA,17.322678759683,NA,NA,NA,NA,NA,NA,17.05,NA
1995-01-01,Amazonas,1577820.2000000004,NA,14.9628852930402,NA,NA,NA,NA,NA,NA,18.32,NA
1996-01-01,Amazonas,1577820.2000000004,NA,15.2213464187985,NA,NA,NA,NA,NA,NA,18.83,NA
1997-01-01,Amazonas,1577820.2000000004,NA,13.8045151083688,NA,NA,NA,NA,NA,NA,19.02,NA
1998-01-01,Amazonas,1577820.2000000004,NA,13.4827870051329,NA,NA,NA,NA,NA,NA,21.18,NA
1999-01-01,Amazonas,1577820.2000000004,NA,12.8711119044624,NA,NA,NA,NA,NA,NA,20.42,NA
2000-01-01,Amazonas,1577820.2000000004,NA,14.3158494609415,NA,NA,NA,NA,NA,NA,20.9,NA
2001-01-01,Amazonas,1577820.2000000004,NA,12.9820326865632,NA,NA,NA,NA,NA,NA,16.72,NA
2002-01-01,Amazonas,1577820.2000000004,NA,14.1710147932569,NA,NA,NA,NA,NA,NA,17.32,NA
2003-01-01,Amazonas,1577820.2000000004,NA,14.2073375661339,NA,NA,NA,NA,NA,NA,18.41,NA
2004-01-01,Amazonas,1577820.2000000004,NA,15.3071901087503,NA,NA,NA,NA,NA,NA,16.97,NA
2005-01-01,Amazonas,1577820.2000000004,NA,15.1219152561575,NA,NA,NA,NA,NA,NA,18.53,NA
2006-01-01,Amazonas,1577820.2000000004,NA,16.2477394336892,NA,NA,NA,NA,NA,NA,21.11,NA
2007-01-01,Amazonas,1577820.2000000004,NA,16.2256876156778,NA,NA,NA,NA,NA,NA,21.1,NA
2008-01-01,Amazonas,1577820.2000000004,NA,16.7560347460908,NA,NA,NA,NA,NA,NA,24.84,NA
2009-01-01,Amazonas,1577820.2000000004,NA,16.1546434783046,NA,NA,NA,NA,NA,NA,26.99,NA
2010-01-01,Amazonas,1577820.2000000004,NA,16.8907655751705,NA,NA,NA,NA,NA,NA,31.06,NA
2011-01-01,Amazonas,1577820.2000000004,NA,18.4553524013987,NA,NA,NA,NA,NA,NA,36.51,NA
1985-01-01,Roraima,225116.1,NA,12.0752084795,NA,NA,NA,NA,NA,NA,8.45,NA
1986-01-01,Roraima,225116.1,NA,12.0767329237,NA,NA,NA,NA,NA,NA,8.39,NA
1987-01-01,Roraima,225116.1,NA,12.5274969312,NA,NA,NA,NA,NA,NA,4.18,NA
1988-01-01,Roraima,225116.1,NA,12.8710717649,NA,NA,NA,NA,NA,NA,38.88,NA
1989-01-01,Roraima,225116.1,NA,11.4361397902,NA,NA,NA,NA,NA,NA,58.81,NA
1990-01-01,Roraima,225116.1,NA,11.2896169247,NA,NA,NA,NA,NA,NA,62.26,NA
1991-01-01,Roraima,225116.1,NA,11.4515703254,NA,NA,NA,0.954,NA,NA,36.31,NA
1992-01-01,Roraima,225116.1,NA,7.82747246601643,NA,NA,NA,NA,NA,NA,42.61,NA
1993-01-01,Roraima,225116.1,NA,6.22629326765049,NA,NA,NA,NA,NA,NA,28.62,NA
1994-01-01,Roraima,225116.1,NA,6.33402561426759,NA,NA,NA,NA,NA,NA,30.98,NA
1995-01-01,Roraima,225116.1,NA,13.2051982320199,NA,NA,NA,NA,NA,NA,33.18,NA
1996-01-01,Roraima,225116.1,NA,13.9868461367298,NA,NA,NA,NA,NA,NA,43.3,NA
1997-01-01,Roraima,225116.1,NA,13.6321720582547,NA,NA,NA,NA,NA,NA,35.36,NA
1998-01-01,Roraima,225116.1,NA,13.3045783845675,NA,NA,NA,NA,NA,NA,51.4,NA
1999-01-01,Roraima,225116.1,NA,14.0188010686628,NA,NA,NA,NA,NA,NA,57.69,NA
2000-01-01,Roraima,225116.1,NA,14.682650929719,NA,NA,NA,NA,NA,NA,47.59,NA
2001-01-01,Roraima,225116.1,NA,12.5754268677981,NA,NA,NA,NA,NA,NA,32.02,NA
2002-01-01,Roraima,225116.1,NA,13.1007049135032,NA,NA,NA,NA,NA,NA,35.17,NA
2003-01-01,Roraima,225116.1,NA,12.0890481401675,NA,NA,NA,NA,NA,NA,29.67,NA
2004-01-01,Roraima,225116.1,NA,11.4221226713292,NA,NA,NA,NA,NA,NA,23.12,NA
2005-01-01,Roraima,225116.1,NA,11.7386078705134,NA,NA,NA,NA,NA,NA,24.28,NA
2006-01-01,Roraima,225116.1,NA,12.7001667048578,NA,NA,NA,NA,NA,NA,27.52,NA
2007-01-01,Roraima,225116.1,NA,12.3891298332639,NA,NA,NA,NA,NA,NA,27.93,NA
2008-01-01,Roraima,225116.1,NA,13.6479577341746,NA,NA,NA,NA,NA,NA,25.44,NA
2009-01-01,Roraima,225116.1,NA,14.5901761204233,NA,NA,NA,NA,NA,NA,28,NA
2010-01-01,Roraima,225116.1,NA,14.411661916432,NA,NA,NA,NA,NA,NA,26.86,NA
2011-01-01,Roraima,225116.1,NA,14.6530309090809,NA,NA,NA,NA,NA,NA,20.64,NA
1985-01-01,Pará,1253164.5,NA,7.269115841,NA,NA,NA,NA,NA,NA,12.35,NA
1986-01-01,Pará,1253164.5,NA,8.191269691,NA,NA,NA,NA,NA,NA,13.69,NA
1987-01-01,Pará,1253164.5,NA,8.4277162454,NA,NA,NA,NA,NA,NA,12.39,NA
1988-01-01,Pará,1253164.5,NA,8.5676328868,NA,NA,NA,NA,NA,NA,13,NA
1989-01-01,Pará,1253164.5,NA,8.3004131715,NA,NA,NA,NA,NA,NA,14.27,NA
1990-01-01,Pará,1253164.5,NA,8.4821575676,NA,NA,NA,NA,NA,NA,15.59,NA
1991-01-01,Pará,1253164.5,NA,8.0911996334,NA,NA,NA,0.587,NA,NA,16.36,NA
1992-01-01,Pará,1253164.5,NA,6.97390201595865,NA,NA,NA,NA,NA,NA,15.02,NA
1993-01-01,Pará,1253164.5,NA,9.98852196058091,NA,NA,NA,NA,NA,NA,11.95,NA
1994-01-01,Pará,1253164.5,NA,10.392183698952,NA,NA,NA,NA,NA,NA,13.43,NA
1995-01-01,Pará,1253164.5,NA,6.95954135969396,NA,NA,NA,NA,NA,NA,12.85,NA
1996-01-01,Pará,1253164.5,NA,7.05367021568779,NA,NA,NA,NA,NA,NA,12.7,NA
1997-01-01,Pará,1253164.5,NA,6.84298208271129,NA,NA,NA,NA,NA,NA,13.34,NA
1998-01-01,Pará,1253164.5,NA,6.73663794615734,NA,NA,NA,NA,NA,NA,13.42,NA
1999-01-01,Pará,1253164.5,NA,6.68408699294281,NA,NA,NA,NA,NA,NA,10.91,NA
2000-01-01,Pará,1253164.5,NA,7.16168433218608,NA,NA,NA,NA,NA,NA,13.42,NA
2001-01-01,Pará,1253164.5,NA,7.34184310051148,NA,NA,NA,NA,NA,NA,15.23,NA
2002-01-01,Pará,1253164.5,NA,7.79545106107852,NA,NA,NA,NA,NA,NA,18.47,NA
2003-01-01,Pará,1253164.5,NA,7.66590315393216,NA,NA,NA,NA,NA,NA,21.37,NA
2004-01-01,Pará,1253164.5,NA,8.40828737622413,NA,NA,NA,NA,NA,NA,22.69,NA
2005-01-01,Pará,1253164.5,NA,8.36217135754516,NA,NA,NA,NA,NA,NA,27.63,NA
2006-01-01,Pará,1253164.5,NA,8.71205956246932,NA,NA,NA,NA,NA,NA,29.15,NA
2007-01-01,Pará,1253164.5,NA,9.01262883067916,NA,NA,NA,NA,NA,NA,30.27,NA
2008-01-01,Pará,1253164.5,NA,9.687261413155,NA,NA,NA,NA,NA,NA,39.06,NA
2009-01-01,Pará,1253164.5,NA,8.99733221970712,NA,NA,NA,NA,NA,NA,40.22,NA
2010-01-01,Pará,1253164.5,NA,10.8249258183546,NA,NA,NA,NA,NA,NA,46.44,NA
2011-01-01,Pará,1253164.5,NA,11.8526241000704,NA,NA,NA,NA,NA,NA,39.97,NA
1985-01-01,Amapá,143453.7,NA,10.5545270034,NA,NA,NA,NA,NA,NA,14.97,NA
1986-01-01,Amapá,143453.7,NA,10.754807754,NA,NA,NA,NA,NA,NA,12.62,NA
1987-01-01,Amapá,143453.7,NA,10.4231947321,NA,NA,NA,NA,NA,NA,10.07,NA
1988-01-01,Amapá,143453.7,NA,10.1495615011,NA,NA,NA,NA,NA,NA,7.74,NA
1989-01-01,Amapá,143453.7,NA,9.7183501032,NA,NA,NA,NA,NA,NA,14.53,NA
1990-01-01,Amapá,143453.7,NA,9.5215635588,NA,NA,NA,NA,NA,NA,16.54,NA
1991-01-01,Amapá,143453.7,NA,9.7164943169,NA,NA,NA,0.802,NA,NA,18.66,NA
1992-01-01,Amapá,143453.7,NA,12.3405532863698,NA,NA,NA,NA,NA,NA,23.88,NA
1993-01-01,Amapá,143453.7,NA,11.6819576421058,NA,NA,NA,NA,NA,NA,21.37,NA
1994-01-01,Amapá,143453.7,NA,13.1524301319763,NA,NA,NA,NA,NA,NA,39.36,NA
1995-01-01,Amapá,143453.7,NA,15.9243731348517,NA,NA,NA,NA,NA,NA,38.02,NA
1996-01-01,Amapá,143453.7,NA,13.9558115339243,NA,NA,NA,NA,NA,NA,41.37,NA
1997-01-01,Amapá,143453.7,NA,13.6464886806614,NA,NA,NA,NA,NA,NA,34.83,NA
1998-01-01,Amapá,143453.7,NA,12.4719759514263,NA,NA,NA,NA,NA,NA,38.02,NA
1999-01-01,Amapá,143453.7,NA,11.5373220423534,NA,NA,NA,NA,NA,NA,43.66,NA
2000-01-01,Amapá,143453.7,NA,11.5975128438349,NA,NA,NA,NA,NA,NA,34,NA
2001-01-01,Amapá,143453.7,NA,11.7186349757966,NA,NA,NA,NA,NA,NA,36.49,NA
2002-01-01,Amapá,143453.7,NA,11.6716681636443,NA,NA,NA,NA,NA,NA,35.04,NA
2003-01-01,Amapá,143453.7,NA,10.6263790174072,NA,NA,NA,NA,NA,NA,34.59,NA
2004-01-01,Amapá,143453.7,NA,10.7973097719507,NA,NA,NA,NA,NA,NA,31.1,NA
2005-01-01,Amapá,143453.7,NA,10.4180844951744,NA,NA,NA,NA,NA,NA,32.96,NA
2006-01-01,Amapá,143453.7,NA,11.5542850375434,NA,NA,NA,NA,NA,NA,32.81,NA
2007-01-01,Amapá,143453.7,NA,12.0016961023361,NA,NA,NA,NA,NA,NA,27.02,NA
2008-01-01,Amapá,143453.7,NA,13.1889314484467,NA,NA,NA,NA,NA,NA,34.25,NA
2009-01-01,Amapá,143453.7,NA,12.9612235037552,NA,NA,NA,NA,NA,NA,30.32,NA
2010-01-01,Amapá,143453.7,NA,12.0051749741688,NA,NA,NA,NA,NA,NA,38.83,NA
2011-01-01,Amapá,143453.7,NA,12.6940069989684,NA,NA,NA,NA,NA,NA,30.54,NA
1989-01-01,Tocantins,278420.7,NA,7.9065010698,NA,NA,NA,NA,NA,NA,7.11,NA
1990-01-01,Tocantins,278420.7,NA,7.4802792384,NA,NA,NA,NA,NA,NA,5.99,NA
1991-01-01,Tocantins,278420.7,NA,7.6122181897,NA,NA,NA,0.515,NA,NA,10,NA
1992-01-01,Tocantins,278420.7,NA,3.70666400568467,NA,NA,NA,NA,NA,NA,7.1,NA
1993-01-01,Tocantins,278420.7,NA,4.0205763026685,NA,NA,NA,NA,NA,NA,9.59,NA
1994-01-01,Tocantins,278420.7,NA,4.47483645523605,NA,NA,NA,NA,NA,NA,11,NA
1995-01-01,Tocantins,278420.7,NA,6.30073961715118,NA,NA,NA,NA,NA,NA,7.65,NA
1996-01-01,Tocantins,278420.7,NA,6.01080351923395,NA,NA,NA,NA,NA,NA,12.02,NA
1997-01-01,Tocantins,278420.7,NA,6.1697534631718,NA,NA,NA,NA,NA,NA,10.36,NA
1998-01-01,Tocantins,278420.7,NA,6.47613565770754,NA,NA,NA,NA,NA,NA,11.64,NA
1999-01-01,Tocantins,278420.7,NA,6.33488832500119,NA,NA,NA,NA,NA,NA,12.07,NA
2000-01-01,Tocantins,278420.7,NA,7.13265052094051,NA,NA,NA,NA,NA,NA,15.15,NA
2001-01-01,Tocantins,278420.7,NA,8.52606489051575,NA,NA,NA,NA,NA,NA,17.89,NA
2002-01-01,Tocantins,278420.7,NA,8.3772985525863,NA,NA,NA,NA,NA,NA,14.08,NA
2003-01-01,Tocantins,278420.7,NA,8.95014594310935,NA,NA,NA,NA,NA,NA,16.58,NA
2004-01-01,Tocantins,278420.7,NA,8.87503674391246,NA,NA,NA,NA,NA,NA,15.8,NA
2005-01-01,Tocantins,278420.7,NA,8.49062598150028,NA,NA,NA,NA,NA,NA,14.55,NA
2006-01-01,Tocantins,278420.7,NA,8.75127083971253,NA,NA,NA,NA,NA,NA,17.19,NA
2007-01-01,Tocantins,278420.7,NA,9.52224273896586,NA,NA,NA,NA,NA,NA,16.63,NA
2008-01-01,Tocantins,278420.7,NA,11.0094702999714,NA,NA,NA,NA,NA,NA,18.51,NA
2009-01-01,Tocantins,278420.7,NA,11.4878921253517,NA,NA,NA,NA,NA,NA,22.37,NA
2010-01-01,Tocantins,278420.7,NA,11.5600222394632,NA,NA,NA,NA,NA,NA,23.64,NA
2011-01-01,Tocantins,278420.7,NA,12.0900011208224,NA,NA,NA,NA,NA,NA,25.77,NA
1985-01-01,Maranhão,333365.60000000003,NA,3.8246218743,NA,NA,NA,NA,NA,NA,3.66,NA
1986-01-01,Maranhão,333365.60000000003,NA,4.5038034957,NA,NA,NA,NA,NA,NA,5.75,NA
1987-01-01,Maranhão,333365.60000000003,NA,4.5473143725,NA,NA,NA,NA,NA,NA,6.27,NA
1988-01-01,Maranhão,333365.60000000003,NA,4.8688950137,NA,NA,NA,NA,NA,NA,7.33,NA
1989-01-01,Maranhão,333365.60000000003,NA,4.702632293,NA,NA,NA,NA,NA,NA,8.64,NA
1990-01-01,Maranhão,333365.60000000003,NA,4.5723258956,NA,NA,NA,NA,NA,NA,9.14,NA
1991-01-01,Maranhão,333365.60000000003,NA,4.6903436841,NA,NA,NA,0.313,NA,NA,9.53,NA
1992-01-01,Maranhão,333365.60000000003,NA,3.39642343152502,NA,NA,NA,NA,NA,NA,8.57,NA
1993-01-01,Maranhão,333365.60000000003,NA,3.37827665967853,NA,NA,NA,NA,NA,NA,7.74,NA
1994-01-01,Maranhão,333365.60000000003,NA,3.70801844344685,NA,NA,NA,NA,NA,NA,6.08,NA
1995-01-01,Maranhão,333365.60000000003,NA,4.21156743277939,NA,NA,NA,NA,NA,NA,7.36,NA
1996-01-01,Maranhão,333365.60000000003,NA,4.72768573357111,NA,NA,NA,NA,NA,NA,6.95,NA
1997-01-01,Maranhão,333365.60000000003,NA,4.71915273028244,NA,NA,NA,NA,NA,NA,6.29,NA
1998-01-01,Maranhão,333365.60000000003,NA,4.50910183320709,NA,NA,NA,NA,NA,NA,5.19,NA
1999-01-01,Maranhão,333365.60000000003,NA,4.53550264959715,NA,NA,NA,NA,NA,NA,4.84,NA
2000-01-01,Maranhão,333365.60000000003,NA,4.90574105524765,NA,NA,NA,NA,NA,NA,6.42,NA
2001-01-01,Maranhão,333365.60000000003,NA,4.88474386491228,NA,NA,NA,NA,NA,NA,9.82,NA
2002-01-01,Maranhão,333365.60000000003,NA,5.21288814820944,NA,NA,NA,NA,NA,NA,10.44,NA
2003-01-01,Maranhão,333365.60000000003,NA,5.52884966891721,NA,NA,NA,NA,NA,NA,13.54,NA
2004-01-01,Maranhão,333365.60000000003,NA,5.67856477446776,NA,NA,NA,NA,NA,NA,12.32,NA
2005-01-01,Maranhão,333365.60000000003,NA,5.91654010485548,NA,NA,NA,NA,NA,NA,15.32,NA
2006-01-01,Maranhão,333365.60000000003,NA,6.47181464872238,NA,NA,NA,NA,NA,NA,15.67,NA
2007-01-01,Maranhão,333365.60000000003,NA,6.09500979625004,NA,NA,NA,NA,NA,NA,17.99,NA
2008-01-01,Maranhão,333365.60000000003,NA,6.99947280856871,NA,NA,NA,NA,NA,NA,20.25,NA
2009-01-01,Maranhão,333365.60000000003,NA,6.9807945759483,NA,NA,NA,NA,NA,NA,21.96,NA
2010-01-01,Maranhão,333365.60000000003,NA,7.01249387670118,NA,NA,NA,NA,NA,NA,23.1,NA
2011-01-01,Maranhão,333365.60000000003,NA,7.24357138540119,NA,NA,NA,NA,NA,NA,23.94,NA
1985-01-01,Piauí,252378.60000000006,NA,3.7882311419,NA,NA,NA,NA,NA,NA,3.25,NA
1986-01-01,Piauí,252378.60000000006,NA,3.9948276656,NA,NA,NA,NA,NA,NA,4.32,NA
1987-01-01,Piauí,252378.60000000006,NA,3.9922265055,NA,NA,NA,NA,NA,NA,3.39,NA
1988-01-01,Piauí,252378.60000000006,NA,4.2070244264,NA,NA,NA,NA,NA,NA,5.73,NA
1989-01-01,Piauí,252378.60000000006,NA,4.178155938,NA,NA,NA,NA,NA,NA,5.68,NA
1990-01-01,Piauí,252378.60000000006,NA,4.1372953957,NA,NA,NA,NA,NA,NA,4.29,NA
1991-01-01,Piauí,252378.60000000006,NA,4.2647265664,NA,NA,NA,0.342,NA,NA,3.99,NA
1992-01-01,Piauí,252378.60000000006,NA,3.32337803711933,NA,NA,NA,NA,NA,NA,3.54,NA
1993-01-01,Piauí,252378.60000000006,NA,3.72400641302842,NA,NA,NA,NA,NA,NA,4.4,NA
1994-01-01,Piauí,252378.60000000006,NA,4.01180754584664,NA,NA,NA,NA,NA,NA,3.68,NA
1995-01-01,Piauí,252378.60000000006,NA,4.5352837931976,NA,NA,NA,NA,NA,NA,4.18,NA
1996-01-01,Piauí,252378.60000000006,NA,4.74647151816447,NA,NA,NA,NA,NA,NA,4.38,NA
1997-01-01,Piauí,252378.60000000006,NA,4.74287662420664,NA,NA,NA,NA,NA,NA,5.27,NA
1998-01-01,Piauí,252378.60000000006,NA,4.69510971512157,NA,NA,NA,NA,NA,NA,5.16,NA
1999-01-01,Piauí,252378.60000000006,NA,4.69200781152609,NA,NA,NA,NA,NA,NA,4.86,NA
2000-01-01,Piauí,252378.60000000006,NA,4.97074179422295,NA,NA,NA,NA,NA,NA,8.35,NA
2001-01-01,Piauí,252378.60000000006,NA,4.69933381225166,NA,NA,NA,NA,NA,NA,9.12,NA
2002-01-01,Piauí,252378.60000000006,NA,4.66879043931419,NA,NA,NA,NA,NA,NA,10.63,NA
2003-01-01,Piauí,252378.60000000006,NA,4.79243808766088,NA,NA,NA,NA,NA,NA,10.19,NA
2004-01-01,Piauí,252378.60000000006,NA,4.88654400791085,NA,NA,NA,NA,NA,NA,11.09,NA
2005-01-01,Piauí,252378.60000000006,NA,5.12430445521385,NA,NA,NA,NA,NA,NA,12.24,NA
2006-01-01,Piauí,252378.60000000006,NA,5.92788853890369,NA,NA,NA,NA,NA,NA,13.77,NA
2007-01-01,Piauí,252378.60000000006,NA,5.63540386053694,NA,NA,NA,NA,NA,NA,12.49,NA
2008-01-01,Piauí,252378.60000000006,NA,6.05840955452262,NA,NA,NA,NA,NA,NA,11.57,NA
2009-01-01,Piauí,252378.60000000006,NA,6.53108104947002,NA,NA,NA,NA,NA,NA,12.24,NA
2010-01-01,Piauí,252378.60000000006,NA,7.08541544965949,NA,NA,NA,NA,NA,NA,13.18,NA
2011-01-01,Piauí,252378.60000000006,NA,7.64615669073648,NA,NA,NA,NA,NA,NA,14.01,NA
1985-01-01,Ceará,146348.30000000005,NA,4.9884487498,NA,NA,NA,NA,NA,NA,9.5,NA
1986-01-01,Ceará,146348.30000000005,NA,5.4917267235,NA,NA,NA,NA,NA,NA,8.86,NA
1987-01-01,Ceará,146348.30000000005,NA,5.4101025588,NA,NA,NA,NA,NA,NA,7.28,NA
1988-01-01,Ceará,146348.30000000005,NA,5.0705604652,NA,NA,NA,NA,NA,NA,8.36,NA
1989-01-01,Ceará,146348.30000000005,NA,4.6275898427,NA,NA,NA,NA,NA,NA,9.84,NA
1990-01-01,Ceará,146348.30000000005,NA,5.0900604617,NA,NA,NA,NA,NA,NA,8.86,NA
1991-01-01,Ceará,146348.30000000005,NA,5.3126551561,NA,NA,NA,0.454,NA,NA,9.53,NA
1992-01-01,Ceará,146348.30000000005,NA,5.99203964003719,NA,NA,NA,NA,NA,NA,8.33,NA
1993-01-01,Ceará,146348.30000000005,NA,6.14085994581621,NA,NA,NA,NA,NA,NA,10.72,NA
1994-01-01,Ceará,146348.30000000005,NA,6.63843101521952,NA,NA,NA,NA,NA,NA,9.59,NA
1995-01-01,Ceará,146348.30000000005,NA,7.05565465885802,NA,NA,NA,NA,NA,NA,12.59,NA
1996-01-01,Ceará,146348.30000000005,NA,7.33044737045415,NA,NA,NA,NA,NA,NA,13,NA
1997-01-01,Ceará,146348.30000000005,NA,7.23735045902548,NA,NA,NA,NA,NA,NA,14.83,NA
1998-01-01,Ceará,146348.30000000005,NA,7.05664542321944,NA,NA,NA,NA,NA,NA,13.49,NA
1999-01-01,Ceará,146348.30000000005,NA,6.95538261446893,NA,NA,NA,NA,NA,NA,15.53,NA
2000-01-01,Ceará,146348.30000000005,NA,7.08795947098197,NA,NA,NA,NA,NA,NA,17.19,NA
2001-01-01,Ceará,146348.30000000005,NA,6.77995155737688,NA,NA,NA,NA,NA,NA,17.01,NA
2002-01-01,Ceará,146348.30000000005,NA,7.12760413229128,NA,NA,NA,NA,NA,NA,18.88,NA
2003-01-01,Ceará,146348.30000000005,NA,7.01536345886552,NA,NA,NA,NA,NA,NA,20.15,NA
2004-01-01,Ceará,146348.30000000005,NA,7.14695254719812,NA,NA,NA,NA,NA,NA,20.12,NA
2005-01-01,Ceará,146348.30000000005,NA,7.29394005642034,NA,NA,NA,NA,NA,NA,20.98,NA
2006-01-01,Ceará,146348.30000000005,NA,7.62358862737333,NA,NA,NA,NA,NA,NA,21.81,NA
2007-01-01,Ceará,146348.30000000005,NA,7.7247564824025,NA,NA,NA,NA,NA,NA,23.19,NA
2008-01-01,Ceará,146348.30000000005,NA,8.31844454252552,NA,NA,NA,NA,NA,NA,23.89,NA
2009-01-01,Ceará,146348.30000000005,NA,8.52387293913302,NA,NA,NA,NA,NA,NA,25.33,NA
2010-01-01,Ceará,146348.30000000005,NA,9.25767562923975,NA,NA,NA,NA,NA,NA,31.8,NA
2011-01-01,Ceará,146348.30000000005,NA,9.70760984759289,NA,NA,NA,NA,NA,NA,32.73,NA
1985-01-01,Rio Grande do Norte,53306.799999999996,NA,4.3911839405,NA,NA,NA,NA,NA,NA,6.28,NA
1986-01-01,Rio Grande do Norte,53306.799999999996,NA,4.7481740416,NA,NA,NA,NA,NA,NA,4.77,NA
1987-01-01,Rio Grande do Norte,53306.799999999996,NA,5.745640968,NA,NA,NA,NA,NA,NA,6.69,NA
1988-01-01,Rio Grande do Norte,53306.799999999996,NA,4.9413653048,NA,NA,NA,NA,NA,NA,8.53,NA
1989-01-01,Rio Grande do Norte,53306.799999999996,NA,5.1462863802,NA,NA,NA,NA,NA,NA,10.17,NA
1990-01-01,Rio Grande do Norte,53306.799999999996,NA,4.3688482384,NA,NA,NA,NA,NA,NA,8.46,NA
1991-01-01,Rio Grande do Norte,53306.799999999996,NA,5.1552589613,NA,NA,NA,0.507,NA,NA,9.07,NA
1992-01-01,Rio Grande do Norte,53306.799999999996,NA,6.16298762812997,NA,NA,NA,NA,NA,NA,8.15,NA
1993-01-01,Rio Grande do Norte,53306.799999999996,NA,6.84278248152983,NA,NA,NA,NA,NA,NA,9.71,NA
1994-01-01,Rio Grande do Norte,53306.799999999996,NA,6.87177251736285,NA,NA,NA,NA,NA,NA,8.3,NA
1995-01-01,Rio Grande do Norte,53306.799999999996,NA,6.60046492642378,NA,NA,NA,NA,NA,NA,9.57,NA
1996-01-01,Rio Grande do Norte,53306.799999999996,NA,7.14328153141098,NA,NA,NA,NA,NA,NA,9.42,NA
1997-01-01,Rio Grande do Norte,53306.799999999996,NA,7.39563842732767,NA,NA,NA,NA,NA,NA,9.06,NA
1998-01-01,Rio Grande do Norte,53306.799999999996,NA,7.18254100563488,NA,NA,NA,NA,NA,NA,8.46,NA
1999-01-01,Rio Grande do Norte,53306.799999999996,NA,7.29002087514298,NA,NA,NA,NA,NA,NA,8.44,NA
2000-01-01,Rio Grande do Norte,53306.799999999996,NA,7.6684281225074,NA,NA,NA,NA,NA,NA,9.57,NA
2001-01-01,Rio Grande do Norte,53306.799999999996,NA,7.66368758581635,NA,NA,NA,NA,NA,NA,11.44,NA
2002-01-01,Rio Grande do Norte,53306.799999999996,NA,9.03449992777248,NA,NA,NA,NA,NA,NA,10.48,NA
2003-01-01,Rio Grande do Norte,53306.799999999996,NA,8.57069239043721,NA,NA,NA,NA,NA,NA,14.02,NA
2004-01-01,Rio Grande do Norte,53306.799999999996,NA,9.00051090816176,NA,NA,NA,NA,NA,NA,11.77,NA
2005-01-01,Rio Grande do Norte,53306.799999999996,NA,9.56381199388726,NA,NA,NA,NA,NA,NA,13.52,NA
2006-01-01,Rio Grande do Norte,53306.799999999996,NA,10.1311564506569,NA,NA,NA,NA,NA,NA,14.95,NA
2007-01-01,Rio Grande do Norte,53306.799999999996,NA,10.5862707780062,NA,NA,NA,NA,NA,NA,19.1,NA
2008-01-01,Rio Grande do Norte,53306.799999999996,NA,10.8241889597802,NA,NA,NA,NA,NA,NA,22.98,NA
2009-01-01,Rio Grande do Norte,53306.799999999996,NA,10.692234352679,NA,NA,NA,NA,NA,NA,25.5,NA
2010-01-01,Rio Grande do Norte,53306.799999999996,NA,11.0837342697484,NA,NA,NA,NA,NA,NA,25.57,NA
2011-01-01,Rio Grande do Norte,53306.799999999996,NA,11.831456978431,NA,NA,NA,NA,NA,NA,32.95,NA
1985-01-01,Paraíba,56584.59999999997,NA,4.738928126,NA,NA,NA,NA,NA,NA,12.81,NA
