anio,region,area_km2,gini,pib_per_capita,tasa_pobr,pobl_total,tasa_informalidad,idh,ingreso_medio,prom_anio_estudio,tasa_homicidios,densidad_pobl
2012-01-01,Rondônia,238512.80000000005,0.487,16.1976442139243,39.9,1628,NA,0.692,1246.7172897391724,NA,33.08,0.006825629484036076
2013-01-01,Rondônia,238512.80000000005,0.475,14.3263937066782,37.5,1648,NA,0.694,1241.6871880977644,NA,27.95,0.0069094824261004
2014-01-01,Rondônia,238512.80000000005,0.443,14.35718640172,35.6,1668,NA,0.691,1230.2830775091975,NA,33.06,0.006993335368164726
2015-01-01,Rondônia,238512.80000000005,0.462,14.1809680153005,37.8,1688,NA,0.689,1224.803031596455,NA,33.93,0.0070771883102290515
2016-01-01,Rondônia,238512.80000000005,0.465,14.0062209633168,37.6,1708,46.6,0.686,1194.0166833903108,8,39.33,0.007161041252293376
2017-01-01,Rondônia,238512.80000000005,0.447,14.7460963776224,34.7,1727,49.5,0.693,1250.2393726901892,8.4,30.68,0.007240701547254485
2018-01-01,Rondônia,238512.80000000005,0.496,14.9647054438526,33.5,1747,48,0.71,1413.3830403826867,8.6,27.08,0.007324554489318811
2019-01-01,Rondônia,238512.80000000005,0.472,14.8879108373528,32.5,1767,50.9,0.705,1371.5913212492242,8.8,25.15,0.007408407431383136
2020-01-01,Rondônia,238512.80000000005,0.439,15.1572098950749,28.7,1786,47.6,0.704,1352.288466376011,NA,25.38,0.007488067726344245
2021-01-01,Rondônia,238512.80000000005,0.459,14.9583531023733,39.2,1717,48.7,0.677,1144.5474531167974,NA,29.52,0.007198775076222323
2022-01-01,Rondônia,238512.80000000005,0.447,18.1630115514784,29.6,1721,48.1,NA,1384.7667344540737,9.2,32.97,0.007215545664635188
2023-01-01,Rondônia,238512.80000000005,0.455,NA,24.4140564982483,1727,48.2,NA,1523.3966753986758,9,29.98370450841934,0.007240701547254485
2024-01-01,Rondônia,238512.80000000005,0.443,NA,20.489069004458543,1733,44.5,NA,1720.1111225559157,9.2,NA,0.007265857429873783
2012-01-01,Acre,153149.9,0.566,11.4269877798881,53.9,777,NA,0.67,1126.6679900475265,NA,27.41,0.0050734607074506746
2013-01-01,Acre,153149.9,0.553,11.7561880507106,53.5,790,NA,0.67,1112.650610111155,NA,30.14,0.005158344863431187
2014-01-01,Acre,153149.9,0.529,12.5657562388997,51.4,803,NA,0.669,1116.2610181813634,NA,29.36,0.005243229019411701
2015-01-01,Acre,153149.9,0.549,11.6269553642533,52.5,816,NA,0.674,1157.3996296505825,NA,27.01,0.0053281131753922135
2016-01-01,Acre,153149.9,0.563,10.6839845090227,56.6,828,54,0.66,1050.7185702608822,8,44.45,0.005406467780912688
2017-01-01,Acre,153149.9,0.545,10.5275709347469,54.6,840,50,0.655,1025.589806014683,8.3,62.2,0.005484822386433162
2018-01-01,Acre,153149.9,0.558,10.3282264439857,50.2,853,52.7,0.676,1180.2807896726067,8.4,47.05,0.0055697065424136745
2019-01-01,Acre,153149.9,0.559,9.95767696896207,51.9,865,51.6,0.668,1113.2394011444321,8.7,36.85,0.005648061147934149
2020-01-01,Acre,153149.9,0.515,9.72060944942441,48.4,878,51.6,0.668,1122.504679042041,NA,33.98,0.005732945303914661
2021-01-01,Acre,153149.9,0.539,11.0020592940565,54.1,848,46.5,0.655,1011.46758708461,NA,22.6,0.005537058790113477
2022-01-01,Acre,153149.9,0.523,12.2645037316928,51,852,47.2,NA,1073.6646416740416,9.4,26.39,0.005563176991953635
2023-01-01,Acre,153149.9,0.511,NA,51.49683073689808,856,45.1,NA,1074.354951007459,9,23.7417943107221,0.005589295193793793
2024-01-01,Acre,153149.9,0.504,NA,45.94635325388744,860,43.9,NA,1258.9802343104113,9.2,NA,0.005615413395633951
2012-01-01,Amazonas,1577820.2000000004,0.589,17.206097604927,53.5,3541,NA,0.683,1175.537880411467,NA,37.43,0.0022442354331627893
2013-01-01,Amazonas,1577820.2000000004,0.581,17.3513491371733,53.4,3605,NA,0.683,1161.5813240654336,NA,31.28,0.002284797722833057
2014-01-01,Amazonas,1577820.2000000004,0.562,16.5043867241644,50.6,3671,NA,0.683,1172.9381934580142,NA,32.01,0.002326627584055521
2015-01-01,Amazonas,1577820.2000000004,0.553,15.0743297144614,52.2,3736,NA,0.673,1109.2313662075333,NA,37.38,0.002367823659501887
2016-01-01,Amazonas,1577820.2000000004,0.558,14.1154730194179,59.3,3798,55.9,0.654,973.7683011443994,9,36.28,0.002407118377619959
2017-01-01,Amazonas,1577820.2000000004,0.591,14.0405494097533,56.7,3859,58.1,0.672,1096.4099172736703,9.4,41.19,0.0024457793099619328
2018-01-01,Amazonas,1577820.2000000004,0.544,14.3665643845675,55.2,3922,54.3,0.655,1002.5260233275491,9.5,37.79,0.002485707813856103
2019-01-01,Amazonas,1577820.2000000004,0.566,14.6657477161794,56.4,3983,55.4,0.658,1019.8757695415878,9.8,38.41,0.0025243687461980768
2020-01-01,Amazonas,1577820.2000000004,0.533,14.5506078559738,51.6,4044,59.1,0.657,1009.4612004283591,NA,31.51,0.002563029678540051
2021-01-01,Amazonas,1577820.2000000004,0.541,14.378978209820101,58.4,4000,59.8,0.641,914.875913795966,NA,42.52,0.002535143104391742
2022-01-01,Amazonas,1577820.2000000004,0.509,15.8321972541652,55.1,4039,58.1,NA,990.7277376129393,10.1,42.55,0.002559860749659561
2023-01-01,Amazonas,1577820.2000000004,0.512,NA,45.49327558084757,4078,57.2,NA,1165.8202527092858,10.1,36.83961146647714,0.002584578394927381
2024-01-01,Amazonas,1577820.2000000004,0.474,NA,39.21087358901987,4117,53.3,NA,1229.9496248054963,10.3,NA,0.0026092960401952
2012-01-01,Roraima,225116.1,0.549,14.0469231462247,41.4,427,NA,0.717,1450.5406346306765,NA,30.67,0.0018967990294785667
2013-01-01,Roraima,225116.1,0.556,14.6876033648444,42.5,437,NA,0.723,1486.3405681386132,NA,43.85,0.001941220552417175
2014-01-01,Roraima,225116.1,0.523,14.4647338472252,39.3,446,NA,0.712,1406.1863330953065,NA,31.79,0.0019811999230619224
2015-01-01,Roraima,225116.1,0.537,13.8916143598239,38,457,NA,0.719,1475.058820360269,NA,40.15,0.002030063598294391
2016-01-01,Roraima,225116.1,0.537,13.586597638226,40.3,468,44.3,0.714,1416.7159802639594,9.6,39.67,0.00207892727352686
2017-01-01,Roraima,225116.1,0.526,14.172564025136,43.7,487,44,0.697,1285.1709541035457,10,47.45,0.0021633281671102154
2018-01-01,Roraima,225116.1,0.566,13.5795212567416,40.3,513,44.6,0.723,1529.7733300880802,10,71.8,0.0022788241267505966
2019-01-01,Roraima,225116.1,0.58,13.2566489963717,49.7,540,48.3,0.696,1291.3554974214653,10.4,38.63,0.0023987622386848384
2020-01-01,Roraima,225116.1,0.54,13.3974520309745,48.5,563,45.8,0.68,1158.0865664632897,NA,37.54,0.002500931741443637
2021-01-01,Roraima,225116.1,0.596,13.0178063454744,57.1,574,49.8,0.68,1160.3287136064623,NA,39.52,0.002549795416676106
2022-01-01,Roraima,225116.1,0.547,14.2453657969699,45.1,590,45.2,NA,1303.663467147089,10.5,38.64,0.0026208698533778793
2023-01-01,Roraima,225116.1,0.52,NA,35.47688903505153,608,48.1,NA,1428.220490725897,10.6,35.9016393442623,0.0027008285946673737
2024-01-01,Roraima,225116.1,0.53,NA,37.56315085988252,627,44.7,NA,1512.6956884919596,10.8,NA,0.002785229488250729
2012-01-01,Pará,1253164.5,0.533,11.7752873256724,54.5,7921,NA,0.658,1001.8465550655345,NA,41.37,0.006320798267106992
2013-01-01,Pará,1253164.5,0.531,12.1011674780653,54.6,8014,NA,0.66,1000.0234157016496,NA,42.72,0.006395010391692392
2014-01-01,Pará,1253164.5,0.507,11.3827999098225,51,8109,NA,0.66,1013.2362980492276,NA,42.68,0.006470818475946294
2015-01-01,Pará,1253164.5,0.515,10.9808689427002,53.1,8204,NA,0.656,990.6835127753604,NA,44.95,0.006546626560200197
2016-01-01,Pará,1253164.5,0.51,10.5908772272473,55,8293,60.5,0.646,924.8341662236605,8.1,50.85,0.00661764676544859
2017-01-01,Pará,1253164.5,0.506,11.3533837932537,53.9,8381,61.7,0.647,932.8567440912543,8.3,54.68,0.006687868990862732
2018-01-01,Pará,1253164.5,0.562,11.1193636927088,53.4,8472,61.1,0.667,1079.3105342288277,8.5,53.19,0.006760485155779628
2019-01-01,Pará,1253164.5,0.528,11.6719546412561,54.7,8561,61.4,0.651,972.9527514776278,8.7,39.58,0.006831505361028022
2020-01-01,Pará,1253164.5,0.48,13.1118798171879,46.3,8649,61.1,0.664,1047.9185662734967,NA,32.32,0.006901727586442163
2021-01-01,Pará,1253164.5,0.529,13.9821424270306,55.1,8470,58.6,0.645,934.2959976570472,NA,32.43,0.006758889196111125
2022-01-01,Pará,1253164.5,0.508,12.5036449413336,47,8519,62.9,NA,1112.710701849275,8.9,32.89,0.006797990207989454
2023-01-01,Pará,1253164.5,0.501,NA,39.242945923799496,8565,59.6,NA,1273.0379867862644,9.2,28.555380813300385,0.006834697280365028
2024-01-01,Pará,1253164.5,0.492,NA,38.56482270841833,8612,56.7,NA,1325.2043083191065,9.4,NA,0.006872202332574853
2012-01-01,Amapá,143453.7,0.528,13.6270298160783,52.7,721,NA,0.673,1108.5015656611195,NA,36.22,0.005026011877002823
2013-01-01,Amapá,143453.7,0.513,13.8152715172707,46.3,738,NA,0.691,1219.1538851804125,NA,30.61,0.005144517011412044
2014-01-01,Amapá,143453.7,0.523,13.1641599977547,46.6,755,NA,0.687,1202.155469407754,NA,34.09,0.005263022145821265
2015-01-01,Amapá,143453.7,0.548,12.3988853558194,48.6,772,NA,0.69,1229.3908361739125,NA,38.22,0.005381527280230485
2016-01-01,Amapá,143453.7,0.555,11.6304239464276,51.7,789,49.1,0.682,1161.7812129058682,9.7,48.7,0.005500032414639706
2017-01-01,Amapá,143453.7,0.589,11.8758938886775,55.4,805,49,0.683,1175.0758477405434,9.9,48.01,0.00561156665878956
2018-01-01,Amapá,143453.7,0.547,11.8570346411122,52.8,822,49.4,0.666,1078.0707819663505,9.8,51.36,0.005730071793198781
2019-01-01,Amapá,143453.7,0.513,11.6240665792299,53.5,838,53.8,0.665,1066.4222422062244,9.8,42.68,0.0058416060373486355
2020-01-01,Amapá,143453.7,0.5,11.3096955357348,49.1,853,53.4,0.663,1042.8816979241476,NA,44.9,0.005946169391239124
2021-01-01,Amapá,143453.7,0.53,10.6909656669447,57,782,50,0.648,953.2555145306217,NA,52.64,0.005451236182824145
2022-01-01,Amapá,143453.7,0.531,13.837197557066,47.8,787,46.3,NA,1217.7348107967744,10.3,40.48,0.0054860906341209735
2023-01-01,Amapá,143453.7,0.491,NA,32.892539623617324,791,46.6,NA,1491.7591830498295,10.5,57.333333333333336,0.005513974195158438
2024-01-01,Amapá,143453.7,0.509,NA,35.817096347348205,794,45.9,NA,1508.2078845096246,10.5,NA,0.005534886865936535
2012-01-01,Tocantins,278420.7,0.507,12.4785192838582,48.2,1437,NA,0.674,1111.7384941052135,NA,26.73,0.0051612541739892185
2013-01-01,Tocantins,278420.7,0.515,12.8076191688424,47.1,1455,NA,0.68,1138.4772403050947,NA,23.61,0.005225904539425409
2014-01-01,Tocantins,278420.7,0.498,12.9064106814045,42.1,1473,NA,0.692,1240.7438888618933,NA,25.45,0.005290554904861599
2015-01-01,Tocantins,278420.7,0.506,13.0947291389022,43.3,1491,NA,0.688,1215.1173729811799,NA,33.2,0.00535520527029779
2016-01-01,Tocantins,278420.7,0.489,13.0712239175764,43.4,1508,42.9,0.679,1139.6021421568823,8.3,37.64,0.0054162639487653035
2017-01-01,Tocantins,278420.7,0.495,13.4637264418034,42.2,1524,43.9,0.687,1205.690477599257,8.6,35.93,0.0054737309402641396
2018-01-01,Tocantins,278420.7,0.529,13.4296985544096,41.3,1542,44.5,0.698,1314.4040174476797,8.7,36.65,0.00553838130570033
2019-01-01,Tocantins,278420.7,0.53,14.0589775517968,43.7,1560,46.6,0.693,1273.5131130203965,8.8,28.99,0.005603031671136521
2020-01-01,Tocantins,278420.7,0.485,14.4848879912141,38.2,1577,43.7,0.691,1241.746122068037,NA,30.43,0.005664090349604034
2021-01-01,Tocantins,278420.7,0.514,15.0377074463739,42.8,1532,44,0.684,1192.6142424961602,NA,27.43,0.005502464436013558
2022-01-01,Tocantins,278420.7,0.507,16.5584093720761,34,1541,43.7,NA,1421.5249851206531,9.5,28.19,0.005534789618731653
2023-01-01,Tocantins,278420.7,0.477,NA,28.59880380591986,1551,45.3,NA,1544.2863512964248,9.5,25.752919483712354,0.005570706488418425
2024-01-01,Tocantins,278420.7,0.477,NA,23.852117262313964,1561,42.3,NA,1724.6278073875742,9.7,NA,0.005606623358105198
2012-01-01,Maranhão,333365.60000000003,0.498,7.70521422702918,64.3,6766,NA,0.602,722.0657175671356,NA,26.47,0.02029603534377872
2013-01-01,Maranhão,333365.60000000003,0.494,7.92658113078211,62.3,6803,NA,0.607,743.1230325301892,NA,31.84,0.020407024600018715
2014-01-01,Maranhão,333365.60000000003,0.475,8.27409300216962,60.8,6842,NA,0.61,758.6001914892169,NA,35.94,0.020524013275514928
2015-01-01,Maranhão,333365.60000000003,0.495,7.79495031226791,61.3,6883,NA,0.613,776.1312647847756,NA,35.31,0.020647001370267357
2016-01-01,Maranhão,333365.60000000003,0.517,7.7824348702349,62.8,6921,65.7,0.615,782.2011367803295,7.1,34.63,0.02076099033613546
2017-01-01,Maranhão,333365.60000000003,0.526,7.82729334429133,62.8,6960,64.3,0.616,784.6594022619753,7.3,31.14,0.020877979011631673
2018-01-01,Maranhão,333365.60000000003,0.528,8.1725441994043,63.2,7001,60.6,0.613,772.8861544894428,7.6,28.17,0.0210009671063841
2019-01-01,Maranhão,333365.60000000003,0.531,7.73016336017191,62.1,7041,60.2,0.614,782.1546419504315,7.8,24.08,0.02112095549150842
2020-01-01,Maranhão,333365.60000000003,0.482,7.93030504933512,57.3,7080,61.2,0.621,818.1976810300152,NA,29.55,0.02123794416700463
2021-01-01,Maranhão,333365.60000000003,0.53,8.15579000015671,65.6,6945,61.3,0.603,722.710961567039,NA,27.94,0.020832983367210053
2022-01-01,Maranhão,333365.60000000003,0.491,8.86914834449816,56.7,6954,59.7,NA,858.3693230806493,8.4,27.14,0.020859980753863024
2023-01-01,Maranhão,333365.60000000003,0.492,NA,51.21800904105231,6959,56.5,NA,968.5256437755141,8.5,27.919911012235815,0.020874979302003563
2024-01-01,Maranhão,333365.60000000003,0.487,NA,45.799977836389964,6966,57.5,NA,1075.7255084139642,8.6,NA,0.02089597726940032
2012-01-01,Piauí,252378.60000000006,0.495,7.76930047191809,55.4,3213,NA,0.635,895.7685633956066,NA,16.61,0.01273087337832922
2013-01-01,Piauí,252378.60000000006,0.535,7.81620642088833,51,3221,NA,0.666,1080.6284215647204,NA,18.78,0.01276257178698986
2014-01-01,Piauí,252378.60000000006,0.516,8.73336239082601,49.8,3229,NA,0.665,1081.313103369801,NA,22.45,0.0127942701956505
2015-01-01,Piauí,252378.60000000006,0.52,8.40155960944959,48.9,3238,NA,0.668,1107.6928130025276,NA,20.29,0.012829930905393718
2016-01-01,Piauí,252378.60000000006,0.528,8.20100948939553,53.1,3246,59.5,0.655,1011.7597604126919,7.4,21.82,0.012861629314054358
2017-01-01,Piauí,252378.60000000006,0.529,8.64573474995716,53.2,3255,58.6,0.653,994.1590748177523,7.6,19.45,0.012897290023797577
2018-01-01,Piauí,252378.60000000006,0.53,9.06076304562286,52.2,3264,58.2,0.658,1038.4731645797751,7.6,18.96,0.012932950733540796
2019-01-01,Piauí,252378.60000000006,0.537,9.08392306422344,52.6,3272,58.8,0.657,1031.5174626550468,7.7,17.38,0.012964649142201435
2020-01-01,Piauí,252378.60000000006,0.474,9.0685891147751,46.6,3281,58.7,0.659,1039.6047662715318,NA,20.53,0.013000309851944655
2021-01-01,Piauí,252378.60000000006,0.516,9.08650712330821,51.8,3348,56.7,0.649,973.991154536482,NA,23.28,0.013265784024477508
2022-01-01,Piauí,252378.60000000006,0.518,9.5731940654998,48.2,3357,56.8,NA,1138.8744876704848,8.1,24.09,0.013301444734220727
2023-01-01,Piauí,252378.60000000006,0.552,NA,45.34031798806227,3366,52.5,NA,1326.545758042069,8.4,21.949742658189525,0.013337105443963946
2024-01-01,Piauí,252378.60000000006,0.493,NA,37.31170379782223,3375,54.9,NA,1346.7120222225258,8.6,NA,0.013372766153707165
2012-01-01,Ceará,146348.30000000005,0.545,9.63728290166926,56.2,8735,NA,0.648,1012.7871130474946,NA,44.63,0.05968637831802622
2013-01-01,Ceará,146348.30000000005,0.537,9.88150616874782,52.4,8789,NA,0.656,1046.745824738133,NA,50.95,0.06005536108038151
2014-01-01,Ceará,146348.30000000005,0.522,10.5156734472499,51.6,8844,NA,0.656,1051.3413481727707,NA,52.31,0.060431176856854486
2015-01-01,Ceará,146348.30000000005,0.528,10.0606804404762,52.2,8902,NA,0.657,1064.3663150976831,NA,46.75,0.06082749167568053
2016-01-01,Ceará,146348.30000000005,0.543,9.79655832014634,54.4,8959,53.2,0.656,1033.890948505419,7.5,40.63,0.06121697348038889
2017-01-01,Ceará,146348.30000000005,0.547,10.0345086691171,52.3,9015,53.6,0.666,1089.1405162535023,7.9,60.23,0.06159962227097955
2018-01-01,Ceará,146348.30000000005,0.547,10.0596542901637,51.6,9073,55.7,0.666,1106.687044695168,8.2,53.99,0.0619959370898056
2019-01-01,Ceará,146348.30000000005,0.562,10.064294721295,51,9129,54.9,0.677,1179.4172789153845,8.3,26.47,0.06237858588039627
2020-01-01,Ceará,146348.30000000005,0.544,9.58767458792319,47.5,9184,53.4,0.684,1223.5251247720628,NA,43.45,0.06275440165686924
2021-01-01,Ceará,146348.30000000005,0.549,9.8447770546924,54.6,9114,53.4,0.658,1028.8983492796872,NA,37.56,0.062276090668630914
2022-01-01,Ceará,146348.30000000005,0.518,10.4422854581163,50.7,9146,53.3,NA,1082.1827024711608,8.6,32.62,0.06249474712039701
2023-01-01,Ceará,146348.30000000005,0.513,NA,48.723369260725825,9180,52.7,NA,1140.1909873315615,8.7,32.037691401649,0.06272706960039848
2024-01-01,Ceará,146348.30000000005,0.489,NA,43.277529895434704,9217,54,NA,1208.4172373600386,8.8,NA,0.06297989112275303
2012-01-01,Rio Grande do Norte,53306.799999999996,0.508,12.2962890625519,51.5,3303,NA,0.658,1032.8343557529481,NA,34.82,0.06196207613287611
2013-01-01,Rio Grande do Norte,53306.799999999996,0.505,12.1478141887044,47.8,3333,NA,0.67,1106.5338444756626,NA,42.89,0.06252485611591767
2014-01-01,Rio Grande do Norte,53306.799999999996,0.51,11.6917353160232,45.8,3363,NA,0.676,1153.502631031836,NA,47,0.06308763609895923
2015-01-01,Rio Grande do Norte,53306.799999999996,0.518,11.4062159656552,43.8,3394,NA,0.687,1244.9880685106368,NA,44.88,0.06366917541476885
2016-01-01,Rio Grande do Norte,53306.799999999996,0.543,10.8945061594906,45.9,3423,44.8,0.687,1235.4386418891693,8.2,53.35,0.06421319606504236
2017-01-01,Rio Grande do Norte,53306.799999999996,0.523,11.2204098453464,48.8,3451,45.3,0.672,1122.346848536704,8.3,62.82,0.06473845738254783
2018-01-01,Rio Grande do Norte,53306.799999999996,0.54,11.2726431289824,47.3,3479,48.2,0.686,1229.1460567917313,8.5,52.46,0.06526371870005328
2019-01-01,Rio Grande do Norte,53306.799999999996,0.554,11.429601848014,47.1,3507,48.6,0.693,1283.686967338078,8.6,38.38,0.06578898001755874
2020-01-01,Rio Grande do Norte,53306.799999999996,0.512,10.6877190969271,41.6,3534,44.8,0.695,1299.410421438439,NA,39.78,0.06629548200229615
2021-01-01,Rio Grande do Norte,53306.799999999996,0.587,10.5108302739336,50.9,3419,45.2,0.692,1275.9114689157161,NA,33.1,0.06413815873397015
2022-01-01,Rio Grande do Norte,53306.799999999996,0.526,12.2136612970408,44.2,3428,44.7,NA,1288.2603074798105,9,32.53,0.06430699272888263
2023-01-01,Rio Grande do Norte,53306.799999999996,0.535,NA,43.50673340616481,3436,45.9,NA,1349.8672515636265,9.1,26.439645625692137,0.06445706739102704
2024-01-01,Rio Grande do Norte,53306.799999999996,0.525,NA,33.46710074285352,3446,42.4,NA,1572.612644362224,9.4,NA,0.06464466071870756
2012-01-01,Paraíba,56584.59999999997,0.517,9.52484343625272,54.8,3855,NA,0.649,978.5449229576186,NA,39.97,0.06812807725070076
2013-01-01,Paraíba,56584.59999999997,0.513,9.42568698151691,52.8,3870,NA,0.655,1010.3887822051314,NA,39.62,0.06839316704545056
2014-01-01,Paraíba,56584.59999999997,0.524,9.90145539614492,49.5,3890,NA,0.671,1120.1249646045462,NA,39.33,0.06874662010511698
2015-01-01,Paraíba,56584.59999999997,0.531,9.69277589424106,48.3,3912,NA,0.678,1177.8677617380374,NA,38.32,0.06913541847075003
2016-01-01,Paraíba,56584.59999999997,0.527,9.37515454150355,52.2,3933,52.6,0.663,1066.3807998328246,7.6,33.88,0.06950654418339976
2017-01-01,Paraíba,56584.59999999997,0.548,9.48482795858451,49.6,3953,51.8,0.682,1193.2326868303805,7.8,33.31,0.06985999724306617
2018-01-01,Paraíba,56584.59999999997,0.549,9.43262040426853,50.3,3975,52.7,0.672,1132.4341284351694,7.8,31.13,0.07024879560869922
2019-01-01,Paraíba,56584.59999999997,0.561,9.5067366737598,51.9,3997,53.5,0.672,1128.7408429726659,7.9,23.72,0.07063759397433228
2020-01-01,Paraíba,56584.59999999997,0.512,9.1833298785122,49.2,4018,51.3,0.664,1070.5278502457347,NA,28.24,0.07100871968698201
2021-01-01,Paraíba,56584.59999999997,0.562,8.90731240962726,56.2,4064,51.6,0.653,1001.6231202410111,NA,28.17,0.07182166172421475
2022-01-01,Paraíba,56584.59999999997,0.558,9.31316908599332,52.7,4082,53.1,NA,1132.695454413034,8.1,27.23,0.07213976947791452
2023-01-01,Paraíba,56584.59999999997,0.559,NA,47.43619833531802,4101,50,NA,1322.7396423705757,8.3,26.46553838606819,0.07247554988459762
2024-01-01,Paraíba,56584.59999999997,0.495,NA,38.33654603856766,4121,50,NA,1360.8772687040469,8.5,NA,0.07282900294426403
2012-01-01,Pernambuco,98937.79999999999,0.573,12.2566938712412,54,9071,NA,0.673,1139.4608206148462,NA,37.25,0.09168386602491667
2013-01-01,Pernambuco,98937.79999999999,0.566,12.19454220812,49.7,9134,NA,0.685,1222.0426662906696,NA,33.92,0.09232062972898125
2014-01-01,Pernambuco,98937.79999999999,0.566,12.3355297403213,46.5,9196,NA,0.698,1315.1043439103926,NA,36.19,0.09294728607266385
2015-01-01,Pernambuco,98937.79999999999,0.567,11.5187210690907,48.9,9261,NA,0.688,1248.978065528806,NA,41.16,0.09360426449749237
2016-01-01,Pernambuco,98937.79999999999,0.567,11.2813217310813,51.6,9320,47.5,0.677,1161.7049000437644,8.1,47.26,0.09420059876002904
2017-01-01,Pernambuco,98937.79999999999,0.551,11.730924202039,51.1,9378,48.4,0.671,1105.9409992010133,8.3,57.2,0.09478682566218373
2018-01-01,Pernambuco,98937.79999999999,0.534,11.4916879638746,50,9439,48,0.669,1098.344914188982,8.7,44.12,0.09540337464548435
2019-01-01,Pernambuco,98937.79999999999,0.574,11.631984593344,51.8,9499,48,0.68,1179.7146729918495,8.8,36.35,0.09600981626840299
2020-01-01,Pernambuco,98937.79999999999,0.536,10.6077555713255,49.2,9559,48.5,0.667,1092.610865234057,NA,39.36,0.09661625789132162
2021-01-01,Pernambuco,98937.79999999999,0.579,10.6539616153991,59.7,9412,51.5,0.647,958.1293317621543,NA,35.54,0.09513047591517096
2022-01-01,Pernambuco,98937.79999999999,0.515,11.6675881035214,50.7,9435,52.8,NA,1032.2354080281223,8.8,35.24,0.09536294520395644
2023-01-01,Pernambuco,98937.79999999999,0.496,NA,47.47800172488597,9456,48.9,NA,1099.2191814986832,9,38.00760768993523,0.09557519977197797
2024-01-01,Pernambuco,98937.79999999999,0.532,NA,40.22704592920485,9481,50.2,NA,1410.3772535114413,9.1,NA,0.0958278837815274
2012-01-01,Alagoas,27933.099999999995,0.503,9.36206682518586,60.4,3224,NA,0.627,852.3416183036582,NA,64.63,0.11541862521524644
2013-01-01,Alagoas,27933.099999999995,0.51,8.98552559757614,60.3,3241,NA,0.629,860.4810033406841,NA,65.07,0.11602722218443354
2014-01-01,Alagoas,27933.099999999995,0.527,9.09960967644582,56.4,3257,NA,0.645,955.1600868140587,NA,62.78,0.11660001933190375
2015-01-01,Alagoas,27933.099999999995,0.525,9.5177831521667,59.7,3272,NA,0.636,906.1354370887526,NA,52.33,0.11713701665765706
2016-01-01,Alagoas,27933.099999999995,0.523,9.34281892131393,58.4,3287,46.4,0.637,909.3430511966617,7,54.18,0.11767401398341039
2017-01-01,Alagoas,27933.099999999995,0.525,9.58004363971788,59.3,3301,45,0.631,868.2757289743885,7.2,53.71,0.11817521148744681
2018-01-01,Alagoas,27933.099999999995,0.55,9.58959370040225,59.7,3316,43.3,0.637,908.2005339631125,7.5,43.37,0.11871220881320013
2019-01-01,Alagoas,27933.099999999995,0.527,9.92698662436486,58.2,3330,46.5,0.636,906.0417576980374,7.7,33.41,0.11921340631723656
2020-01-01,Alagoas,27933.099999999995,0.51,9.95144473006626,53.7,3344,47.3,0.645,955.4435551867444,NA,38.54,0.119714603821273
2021-01-01,Alagoas,27933.099999999995,0.526,10.5785363512482,60.3,3209,48.6,0.63,869.4639072578666,NA,31.79,0.11488162788949313
2022-01-01,Alagoas,27933.099999999995,0.498,10.4566700448319,54.2,3210,46.9,NA,961.2816233202641,8.3,33.7,0.11491742771121002
2023-01-01,Alagoas,27933.099999999995,0.486,NA,46.22835084506862,3210,45.4,NA,1102.3591602886463,8.4,35.28368794326241,0.11491742771121002
2024-01-01,Alagoas,27933.099999999995,0.518,NA,40.91591570075043,3211,47.5,NA,1317.3119572045491,8.5,NA,0.1149532275329269
2012-01-01,Sergipe,22050.299999999996,0.569,13.3112412384215,52.6,2152,NA,0.679,1170.2646010522124,NA,41.64,0.0975950440583575
2013-01-01,Sergipe,22050.299999999996,0.572,12.8034444762756,52.1,2173,NA,0.685,1205.6949779504218,NA,43.95,0.09854741205335077
2014-01-01,Sergipe,22050.299999999996,0.543,12.4540454220858,49.1,2195,NA,0.688,1236.4624343981886,NA,49.42,0.09954513090524847
2015-01-01,Sergipe,22050.299999999996,0.539,11.7889013800874,48.6,2216,NA,0.68,1178.4954724868012,NA,58.09,0.10049749890024175
2016-01-01,Sergipe,22050.299999999996,0.567,10.8850990229818,51.1,2237,51.7,0.683,1195.8964737878132,7.9,64.66,0.10144986689523501
2017-01-01,Sergipe,22050.299999999996,0.551,10.8876038957011,51,2257,49.4,0.67,1096.5067737296124,8,57.38,0.10235688403332383
2018-01-01,Sergipe,22050.299999999996,0.578,10.8000737716798,53.2,2278,54.1,0.676,1152.7673991450197,8.1,49.73,0.10330925202831709
2019-01-01,Sergipe,22050.299999999996,0.581,10.9234280285942,52.5,2299,53.7,0.682,1187.1739149575483,8.3,42.33,0.10426162002331037
2020-01-01,Sergipe,22050.299999999996,0.524,10.334239461885,43.9,2319,51.8,0.687,1224.0821928576765,NA,42.3,0.10516863716139918
2021-01-01,Sergipe,22050.299999999996,0.568,10.3523467516066,55.7,2265,53,0.662,1059.455503904898,NA,33.78,0.10271969088855935
2022-01-01,Sergipe,22050.299999999996,0.528,11.1618304295271,45.6,2273,53.6,NA,1201.256413086615,8.6,32.66,0.1030824977437949
2023-01-01,Sergipe,22050.299999999996,0.507,NA,44.07320584724236,2282,51,NA,1198.2142142735502,8.9,29.377104377104377,0.10349065545593486
2024-01-01,Sergipe,22050.299999999996,0.5,NA,36.40480126304658,2291,51.2,NA,1434.1154782912174,8.9,NA,0.10389881316807482
