Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08203 Sant Cebrià de Vallalta;;;Renta neta media por hogar;2016;30.730
08203 Sant Cebrià de Vallalta;;;Renta neta media por hogar;2015;30.156
08204 Sant Climent de Llobregat;;;Renta neta media por hogar;2023;49.754
08204 Sant Climent de Llobregat;;;Renta neta media por hogar;2022;46.361
08204 Sant Climent de Llobregat;;;Renta neta media por hogar;2021;44.805
08204 Sant Climent de Llobregat;;;Renta neta media por hogar;2020;42.488
08204 Sant Climent de Llobregat;;;Renta neta media por hogar;2019;43.090
08204 Sant Climent de Llobregat;;;Renta neta media por hogar;2018;40.658
08204 Sant Climent de Llobregat;;;Renta neta media por hogar;2017;38.892
08204 Sant Climent de Llobregat;;;Renta neta media por hogar;2016;38.169
08204 Sant Climent de Llobregat;;;Renta neta media por hogar;2015;36.413
08205 Sant Cugat del Vallès;;;Renta neta media por hogar;2023;74.951
08205 Sant Cugat del Vallès;;;Renta neta media por hogar;2022;70.875
08205 Sant Cugat del Vallès;;;Renta neta media por hogar;2021;66.360
08205 Sant Cugat del Vallès;;;Renta neta media por hogar;2020;64.848
08205 Sant Cugat del Vallès;;;Renta neta media por hogar;2019;64.376
08205 Sant Cugat del Vallès;;;Renta neta media por hogar;2018;62.246
08205 Sant Cugat del Vallès;;;Renta neta media por hogar;2017;59.606
08205 Sant Cugat del Vallès;;;Renta neta media por hogar;2016;58.164
08205 Sant Cugat del Vallès;;;Renta neta media por hogar;2015;55.467
08206 Sant Cugat Sesgarrigues;;;Renta neta media por hogar;2023;48.642
08206 Sant Cugat Sesgarrigues;;;Renta neta media por hogar;2022;45.949
08206 Sant Cugat Sesgarrigues;;;Renta neta media por hogar;2021;42.508
08206 Sant Cugat Sesgarrigues;;;Renta neta media por hogar;2020;39.359
08206 Sant Cugat Sesgarrigues;;;Renta neta media por hogar;2019;39.061
08206 Sant Cugat Sesgarrigues;;;Renta neta media por hogar;2018;38.153
08206 Sant Cugat Sesgarrigues;;;Renta neta media por hogar;2017;36.772
08206 Sant Cugat Sesgarrigues;;;Renta neta media por hogar;2016;35.846
08206 Sant Cugat Sesgarrigues;;;Renta neta media por hogar;2015;35.831
08207 Sant Esteve de Palautordera;;;Renta neta media por hogar;2023;51.151
08207 Sant Esteve de Palautordera;;;Renta neta media por hogar;2022;48.107
08207 Sant Esteve de Palautordera;;;Renta neta media por hogar;2021;45.897
08207 Sant Esteve de Palautordera;;;Renta neta media por hogar;2020;45.273
08207 Sant Esteve de Palautordera;;;Renta neta media por hogar;2019;44.192
08207 Sant Esteve de Palautordera;;;Renta neta media por hogar;2018;41.976
08207 Sant Esteve de Palautordera;;;Renta neta media por hogar;2017;41.493
08207 Sant Esteve de Palautordera;;;Renta neta media por hogar;2016;38.558
08207 Sant Esteve de Palautordera;;;Renta neta media por hogar;2015;37.277
08208 Sant Esteve Sesrovires;;;Renta neta media por hogar;2023;53.283
08208 Sant Esteve Sesrovires;;;Renta neta media por hogar;2022;50.129
08208 Sant Esteve Sesrovires;;;Renta neta media por hogar;2021;48.420
08208 Sant Esteve Sesrovires;;;Renta neta media por hogar;2020;46.179
08208 Sant Esteve Sesrovires;;;Renta neta media por hogar;2019;44.398
08208 Sant Esteve Sesrovires;;;Renta neta media por hogar;2018;44.593
08208 Sant Esteve Sesrovires;;;Renta neta media por hogar;2017;42.402
08208 Sant Esteve Sesrovires;;;Renta neta media por hogar;2016;41.625
08208 Sant Esteve Sesrovires;;;Renta neta media por hogar;2015;40.845
08209 Sant Fost de Campsentelles;;;Renta neta media por hogar;2023;53.018
08209 Sant Fost de Campsentelles;;;Renta neta media por hogar;2022;49.511
08209 Sant Fost de Campsentelles;;;Renta neta media por hogar;2021;47.280
08209 Sant Fost de Campsentelles;;;Renta neta media por hogar;2020;45.405
08209 Sant Fost de Campsentelles;;;Renta neta media por hogar;2019;45.625
08209 Sant Fost de Campsentelles;;;Renta neta media por hogar;2018;43.354
08209 Sant Fost de Campsentelles;;;Renta neta media por hogar;2017;41.532
08209 Sant Fost de Campsentelles;;;Renta neta media por hogar;2016;40.239
08209 Sant Fost de Campsentelles;;;Renta neta media por hogar;2015;38.637
08210 Sant Feliu de Codines;;;Renta neta media por hogar;2023;41.251
08210 Sant Feliu de Codines;;;Renta neta media por hogar;2022;38.917
08210 Sant Feliu de Codines;;;Renta neta media por hogar;2021;36.922
08210 Sant Feliu de Codines;;;Renta neta media por hogar;2020;35.733
08210 Sant Feliu de Codines;;;Renta neta media por hogar;2019;35.581
08210 Sant Feliu de Codines;;;Renta neta media por hogar;2018;33.555
08210 Sant Feliu de Codines;;;Renta neta media por hogar;2017;32.034
08210 Sant Feliu de Codines;;;Renta neta media por hogar;2016;31.078
08210 Sant Feliu de Codines;;;Renta neta media por hogar;2015;30.256
08211 Sant Feliu de Llobregat;;;Renta neta media por hogar;2023;46.453
08211 Sant Feliu de Llobregat;;;Renta neta media por hogar;2022;44.246
08211 Sant Feliu de Llobregat;;;Renta neta media por hogar;2021;42.037
08211 Sant Feliu de Llobregat;;;Renta neta media por hogar;2020;40.464
08211 Sant Feliu de Llobregat;;;Renta neta media por hogar;2019;40.612
08211 Sant Feliu de Llobregat;;;Renta neta media por hogar;2018;38.773
08211 Sant Feliu de Llobregat;;;Renta neta media por hogar;2017;37.265
08211 Sant Feliu de Llobregat;;;Renta neta media por hogar;2016;36.114
08211 Sant Feliu de Llobregat;;;Renta neta media por hogar;2015;35.002
08212 Sant Feliu Sasserra;;;Renta neta media por hogar;2023;42.196
08212 Sant Feliu Sasserra;;;Renta neta media por hogar;2022;38.475
08212 Sant Feliu Sasserra;;;Renta neta media por hogar;2021;38.032
08212 Sant Feliu Sasserra;;;Renta neta media por hogar;2020;36.958
08212 Sant Feliu Sasserra;;;Renta neta media por hogar;2019;36.516
08212 Sant Feliu Sasserra;;;Renta neta media por hogar;2018;32.954
08212 Sant Feliu Sasserra;;;Renta neta media por hogar;2017;34.646
08212 Sant Feliu Sasserra;;;Renta neta media por hogar;2016;34.529
08212 Sant Feliu Sasserra;;;Renta neta media por hogar;2015;32.233
08213 Sant Fruitós de Bages;;;Renta neta media por hogar;2023;48.609
08213 Sant Fruitós de Bages;;;Renta neta media por hogar;2022;45.217
08213 Sant Fruitós de Bages;;;Renta neta media por hogar;2021;43.364
08213 Sant Fruitós de Bages;;;Renta neta media por hogar;2020;41.011
08213 Sant Fruitós de Bages;;;Renta neta media por hogar;2019;42.279
08213 Sant Fruitós de Bages;;;Renta neta media por hogar;2018;40.938
08213 Sant Fruitós de Bages;;;Renta neta media por hogar;2017;38.195
08213 Sant Fruitós de Bages;;;Renta neta media por hogar;2016;37.274
08213 Sant Fruitós de Bages;;;Renta neta media por hogar;2015;38.083
08214 Vilassar de Dalt;;;Renta neta media por hogar;2023;51.896
08214 Vilassar de Dalt;;;Renta neta media por hogar;2022;49.330
08214 Vilassar de Dalt;;;Renta neta media por hogar;2021;47.530
08214 Vilassar de Dalt;;;Renta neta media por hogar;2020;46.854
08214 Vilassar de Dalt;;;Renta neta media por hogar;2019;46.395
08214 Vilassar de Dalt;;;Renta neta media por hogar;2018;44.649
08214 Vilassar de Dalt;;;Renta neta media por hogar;2017;42.116
08214 Vilassar de Dalt;;;Renta neta media por hogar;2016;42.187
08214 Vilassar de Dalt;;;Renta neta media por hogar;2015;40.130
08215 Sant Hipòlit de Voltregà;;;Renta neta media por hogar;2023;42.229
08215 Sant Hipòlit de Voltregà;;;Renta neta media por hogar;2022;40.422
08215 Sant Hipòlit de Voltregà;;;Renta neta media por hogar;2021;38.799
08215 Sant Hipòlit de Voltregà;;;Renta neta media por hogar;2020;39.075
08215 Sant Hipòlit de Voltregà;;;Renta neta media por hogar;2019;36.861
08215 Sant Hipòlit de Voltregà;;;Renta neta media por hogar;2018;35.125
08215 Sant Hipòlit de Voltregà;;;Renta neta media por hogar;2017;33.997
08215 Sant Hipòlit de Voltregà;;;Renta neta media por hogar;2016;32.731
08215 Sant Hipòlit de Voltregà;;;Renta neta media por hogar;2015;31.910
08216 Sant Jaume de Frontanyà;;;Renta neta media por hogar;2023;38.680
08216 Sant Jaume de Frontanyà;;;Renta neta media por hogar;2022;37.179
08216 Sant Jaume de Frontanyà;;;Renta neta media por hogar;2021;37.098
08216 Sant Jaume de Frontanyà;;;Renta neta media por hogar;2020;35.486
08216 Sant Jaume de Frontanyà;;;Renta neta media por hogar;2019;.
08216 Sant Jaume de Frontanyà;;;Renta neta media por hogar;2018;.
08216 Sant Jaume de Frontanyà;;;Renta neta media por hogar;2017;.
08216 Sant Jaume de Frontanyà;;;Renta neta media por hogar;2016;.
08216 Sant Jaume de Frontanyà;;;Renta neta media por hogar;2015;.
08217 Sant Joan Despí;;;Renta neta media por hogar;2023;48.757
08217 Sant Joan Despí;;;Renta neta media por hogar;2022;46.031
08217 Sant Joan Despí;;;Renta neta media por hogar;2021;44.608
08217 Sant Joan Despí;;;Renta neta media por hogar;2020;43.031
08217 Sant Joan Despí;;;Renta neta media por hogar;2019;43.071
08217 Sant Joan Despí;;;Renta neta media por hogar;2018;41.457
08217 Sant Joan Despí;;;Renta neta media por hogar;2017;39.846
08217 Sant Joan Despí;;;Renta neta media por hogar;2016;38.844
08217 Sant Joan Despí;;;Renta neta media por hogar;2015;37.705
08218 Sant Joan de Vilatorrada;;;Renta neta media por hogar;2023;40.662
08218 Sant Joan de Vilatorrada;;;Renta neta media por hogar;2022;39.008
08218 Sant Joan de Vilatorrada;;;Renta neta media por hogar;2021;37.106
08218 Sant Joan de Vilatorrada;;;Renta neta media por hogar;2020;35.987
08218 Sant Joan de Vilatorrada;;;Renta neta media por hogar;2019;35.664
08218 Sant Joan de Vilatorrada;;;Renta neta media por hogar;2018;34.218
08218 Sant Joan de Vilatorrada;;;Renta neta media por hogar;2017;33.037
08218 Sant Joan de Vilatorrada;;;Renta neta media por hogar;2016;32.056
08218 Sant Joan de Vilatorrada;;;Renta neta media por hogar;2015;31.121
08219 Vilassar de Mar;;;Renta neta media por hogar;2023;51.548
08219 Vilassar de Mar;;;Renta neta media por hogar;2022;49.820
08219 Vilassar de Mar;;;Renta neta media por hogar;2021;46.791
08219 Vilassar de Mar;;;Renta neta media por hogar;2020;45.967
08219 Vilassar de Mar;;;Renta neta media por hogar;2019;45.355
08219 Vilassar de Mar;;;Renta neta media por hogar;2018;43.623
08219 Vilassar de Mar;;;Renta neta media por hogar;2017;42.268
08219 Vilassar de Mar;;;Renta neta media por hogar;2016;41.085
08219 Vilassar de Mar;;;Renta neta media por hogar;2015;39.748
08220 Sant Julià de Vilatorta;;;Renta neta media por hogar;2023;58.046
08220 Sant Julià de Vilatorta;;;Renta neta media por hogar;2022;54.630
08220 Sant Julià de Vilatorta;;;Renta neta media por hogar;2021;54.062
08220 Sant Julià de Vilatorta;;;Renta neta media por hogar;2020;52.319
08220 Sant Julià de Vilatorta;;;Renta neta media por hogar;2019;50.749
08220 Sant Julià de Vilatorta;;;Renta neta media por hogar;2018;48.075
08220 Sant Julià de Vilatorta;;;Renta neta media por hogar;2017;45.974
08220 Sant Julià de Vilatorta;;;Renta neta media por hogar;2016;44.486
08220 Sant Julià de Vilatorta;;;Renta neta media por hogar;2015;42.732
08221 Sant Just Desvern;;;Renta neta media por hogar;2023;67.583
08221 Sant Just Desvern;;;Renta neta media por hogar;2022;63.487
08221 Sant Just Desvern;;;Renta neta media por hogar;2021;59.397
08221 Sant Just Desvern;;;Renta neta media por hogar;2020;57.804
08221 Sant Just Desvern;;;Renta neta media por hogar;2019;60.306
08221 Sant Just Desvern;;;Renta neta media por hogar;2018;64.177
08221 Sant Just Desvern;;;Renta neta media por hogar;2017;54.474
08221 Sant Just Desvern;;;Renta neta media por hogar;2016;54.050
08221 Sant Just Desvern;;;Renta neta media por hogar;2015;54.466
08222 Sant Llorenç d'Hortons;;;Renta neta media por hogar;2023;44.716
08222 Sant Llorenç d'Hortons;;;Renta neta media por hogar;2022;41.911
08222 Sant Llorenç d'Hortons;;;Renta neta media por hogar;2021;40.323
08222 Sant Llorenç d'Hortons;;;Renta neta media por hogar;2020;39.398
08222 Sant Llorenç d'Hortons;;;Renta neta media por hogar;2019;39.377
08222 Sant Llorenç d'Hortons;;;Renta neta media por hogar;2018;38.062
08222 Sant Llorenç d'Hortons;;;Renta neta media por hogar;2017;36.530
08222 Sant Llorenç d'Hortons;;;Renta neta media por hogar;2016;37.237
08222 Sant Llorenç d'Hortons;;;Renta neta media por hogar;2015;34.489
08223 Sant Llorenç Savall;;;Renta neta media por hogar;2023;37.826
08223 Sant Llorenç Savall;;;Renta neta media por hogar;2022;35.927
08223 Sant Llorenç Savall;;;Renta neta media por hogar;2021;34.658
08223 Sant Llorenç Savall;;;Renta neta media por hogar;2020;32.707
08223 Sant Llorenç Savall;;;Renta neta media por hogar;2019;32.753
08223 Sant Llorenç Savall;;;Renta neta media por hogar;2018;31.609
08223 Sant Llorenç Savall;;;Renta neta media por hogar;2017;31.169
08223 Sant Llorenç Savall;;;Renta neta media por hogar;2016;29.926
08223 Sant Llorenç Savall;;;Renta neta media por hogar;2015;29.543
08224 Sant Martí de Centelles;;;Renta neta media por hogar;2023;38.437
08224 Sant Martí de Centelles;;;Renta neta media por hogar;2022;35.676
08224 Sant Martí de Centelles;;;Renta neta media por hogar;2021;33.817
08224 Sant Martí de Centelles;;;Renta neta media por hogar;2020;32.802
08224 Sant Martí de Centelles;;;Renta neta media por hogar;2019;32.379
08224 Sant Martí de Centelles;;;Renta neta media por hogar;2018;31.774
08224 Sant Martí de Centelles;;;Renta neta media por hogar;2017;30.189
08224 Sant Martí de Centelles;;;Renta neta media por hogar;2016;29.286
08224 Sant Martí de Centelles;;;Renta neta media por hogar;2015;29.904
08225 Sant Martí d'Albars;;;Renta neta media por hogar;2023;51.793
08225 Sant Martí d'Albars;;;Renta neta media por hogar;2022;47.498
08225 Sant Martí d'Albars;;;Renta neta media por hogar;2021;47.154
08225 Sant Martí d'Albars;;;Renta neta media por hogar;2020;46.105
08225 Sant Martí d'Albars;;;Renta neta media por hogar;2019;42.335
08225 Sant Martí d'Albars;;;Renta neta media por hogar;2018;40.416
08225 Sant Martí d'Albars;;;Renta neta media por hogar;2017;40.233
08225 Sant Martí d'Albars;;;Renta neta media por hogar;2016;46.029
08225 Sant Martí d'Albars;;;Renta neta media por hogar;2015;42.784
08226 Sant Martí de Tous;;;Renta neta media por hogar;2023;46.684
08226 Sant Martí de Tous;;;Renta neta media por hogar;2022;45.867
08226 Sant Martí de Tous;;;Renta neta media por hogar;2021;42.539
08226 Sant Martí de Tous;;;Renta neta media por hogar;2020;40.634
08226 Sant Martí de Tous;;;Renta neta media por hogar;2019;39.067
08226 Sant Martí de Tous;;;Renta neta media por hogar;2018;38.406
08226 Sant Martí de Tous;;;Renta neta media por hogar;2017;35.945
08226 Sant Martí de Tous;;;Renta neta media por hogar;2016;34.527
08226 Sant Martí de Tous;;;Renta neta media por hogar;2015;33.007
08227 Sant Martí Sarroca;;;Renta neta media por hogar;2023;40.720
08227 Sant Martí Sarroca;;;Renta neta media por hogar;2022;38.359
08227 Sant Martí Sarroca;;;Renta neta media por hogar;2021;36.995
08227 Sant Martí Sarroca;;;Renta neta media por hogar;2020;35.256
08227 Sant Martí Sarroca;;;Renta neta media por hogar;2019;35.168
08227 Sant Martí Sarroca;;;Renta neta media por hogar;2018;33.867
08227 Sant Martí Sarroca;;;Renta neta media por hogar;2017;32.784
08227 Sant Martí Sarroca;;;Renta neta media por hogar;2016;32.498
08227 Sant Martí Sarroca;;;Renta neta media por hogar;2015;31.352
08228 Sant Martí Sesgueioles;;;Renta neta media por hogar;2023;40.224
08228 Sant Martí Sesgueioles;;;Renta neta media por hogar;2022;39.235
08228 Sant Martí Sesgueioles;;;Renta neta media por hogar;2021;36.321
08228 Sant Martí Sesgueioles;;;Renta neta media por hogar;2020;36.616
08228 Sant Martí Sesgueioles;;;Renta neta media por hogar;2019;36.536
08228 Sant Martí Sesgueioles;;;Renta neta media por hogar;2018;33.473
08228 Sant Martí Sesgueioles;;;Renta neta media por hogar;2017;31.474
08228 Sant Martí Sesgueioles;;;Renta neta media por hogar;2016;30.556
08228 Sant Martí Sesgueioles;;;Renta neta media por hogar;2015;29.959
08229 Sant Mateu de Bages;;;Renta neta media por hogar;2023;42.935
08229 Sant Mateu de Bages;;;Renta neta media por hogar;2022;39.260
08229 Sant Mateu de Bages;;;Renta neta media por hogar;2021;38.610
08229 Sant Mateu de Bages;;;Renta neta media por hogar;2020;36.236
08229 Sant Mateu de Bages;;;Renta neta media por hogar;2019;36.999
08229 Sant Mateu de Bages;;;Renta neta media por hogar;2018;34.947
08229 Sant Mateu de Bages;;;Renta neta media por hogar;2017;34.008
08229 Sant Mateu de Bages;;;Renta neta media por hogar;2016;34.161
08229 Sant Mateu de Bages;;;Renta neta media por hogar;2015;31.926
08230 Premià de Dalt;;;Renta neta media por hogar;2023;57.119
08230 Premià de Dalt;;;Renta neta media por hogar;2022;53.971
08230 Premià de Dalt;;;Renta neta media por hogar;2021;50.848
08230 Premià de Dalt;;;Renta neta media por hogar;2020;48.959
08230 Premià de Dalt;;;Renta neta media por hogar;2019;49.091
08230 Premià de Dalt;;;Renta neta media por hogar;2018;46.843
08230 Premià de Dalt;;;Renta neta media por hogar;2017;45.692
08230 Premià de Dalt;;;Renta neta media por hogar;2016;44.132
08230 Premià de Dalt;;;Renta neta media por hogar;2015;42.529
08231 Sant Pere de Ribes;;;Renta neta media por hogar;2023;41.892
08231 Sant Pere de Ribes;;;Renta neta media por hogar;2022;39.275
08231 Sant Pere de Ribes;;;Renta neta media por hogar;2021;37.437
08231 Sant Pere de Ribes;;;Renta neta media por hogar;2020;35.819
08231 Sant Pere de Ribes;;;Renta neta media por hogar;2019;35.773
08231 Sant Pere de Ribes;;;Renta neta media por hogar;2018;34.418
08231 Sant Pere de Ribes;;;Renta neta media por hogar;2017;32.766
08231 Sant Pere de Ribes;;;Renta neta media por hogar;2016;31.837
08231 Sant Pere de Ribes;;;Renta neta media por hogar;2015;30.772
08232 Sant Pere de Riudebitlles;;;Renta neta media por hogar;2023;40.729
08232 Sant Pere de Riudebitlles;;;Renta neta media por hogar;2022;38.269
08232 Sant Pere de Riudebitlles;;;Renta neta media por hogar;2021;36.257
08232 Sant Pere de Riudebitlles;;;Renta neta media por hogar;2020;35.522
08232 Sant Pere de Riudebitlles;;;Renta neta media por hogar;2019;35.254
08232 Sant Pere de Riudebitlles;;;Renta neta media por hogar;2018;34.102
08232 Sant Pere de Riudebitlles;;;Renta neta media por hogar;2017;32.240
08232 Sant Pere de Riudebitlles;;;Renta neta media por hogar;2016;31.386
08232 Sant Pere de Riudebitlles;;;Renta neta media por hogar;2015;30.654
08233 Sant Pere de Torelló;;;Renta neta media por hogar;2023;41.616
08233 Sant Pere de Torelló;;;Renta neta media por hogar;2022;39.417
08233 Sant Pere de Torelló;;;Renta neta media por hogar;2021;38.132
08233 Sant Pere de Torelló;;;Renta neta media por hogar;2020;36.479
08233 Sant Pere de Torelló;;;Renta neta media por hogar;2019;36.187
08233 Sant Pere de Torelló;;;Renta neta media por hogar;2018;34.350
08233 Sant Pere de Torelló;;;Renta neta media por hogar;2017;33.394
08233 Sant Pere de Torelló;;;Renta neta media por hogar;2016;32.610
08233 Sant Pere de Torelló;;;Renta neta media por hogar;2015;31.792
08234 Sant Pere de Vilamajor;;;Renta neta media por hogar;2023;47.116
08234 Sant Pere de Vilamajor;;;Renta neta media por hogar;2022;42.684
08234 Sant Pere de Vilamajor;;;Renta neta media por hogar;2021;41.265
08234 Sant Pere de Vilamajor;;;Renta neta media por hogar;2020;39.140
08234 Sant Pere de Vilamajor;;;Renta neta media por hogar;2019;39.318
08234 Sant Pere de Vilamajor;;;Renta neta media por hogar;2018;36.983
08234 Sant Pere de Vilamajor;;;Renta neta media por hogar;2017;36.157
08234 Sant Pere de Vilamajor;;;Renta neta media por hogar;2016;34.831
08234 Sant Pere de Vilamajor;;;Renta neta media por hogar;2015;33.483
08235 Sant Pol de Mar;;;Renta neta media por hogar;2023;47.301
08235 Sant Pol de Mar;;;Renta neta media por hogar;2022;43.249
08235 Sant Pol de Mar;;;Renta neta media por hogar;2021;40.631
08235 Sant Pol de Mar;;;Renta neta media por hogar;2020;39.281
08235 Sant Pol de Mar;;;Renta neta media por hogar;2019;39.401
08235 Sant Pol de Mar;;;Renta neta media por hogar;2018;38.145
08235 Sant Pol de Mar;;;Renta neta media por hogar;2017;36.882
08235 Sant Pol de Mar;;;Renta neta media por hogar;2016;35.778
08235 Sant Pol de Mar;;;Renta neta media por hogar;2015;35.184
08236 Sant Quintí de Mediona;;;Renta neta media por hogar;2023;36.161
08236 Sant Quintí de Mediona;;;Renta neta media por hogar;2022;33.990
08236 Sant Quintí de Mediona;;;Renta neta media por hogar;2021;31.922
08236 Sant Quintí de Mediona;;;Renta neta media por hogar;2020;30.970
08236 Sant Quintí de Mediona;;;Renta neta media por hogar;2019;31.072
08236 Sant Quintí de Mediona;;;Renta neta media por hogar;2018;29.330
08236 Sant Quintí de Mediona;;;Renta neta media por hogar;2017;28.460
08236 Sant Quintí de Mediona;;;Renta neta media por hogar;2016;27.761
08236 Sant Quintí de Mediona;;;Renta neta media por hogar;2015;27.248
08237 Sant Quirze de Besora;;;Renta neta media por hogar;2023;40.215
08237 Sant Quirze de Besora;;;Renta neta media por hogar;2022;37.895
08237 Sant Quirze de Besora;;;Renta neta media por hogar;2021;37.002
08237 Sant Quirze de Besora;;;Renta neta media por hogar;2020;36.018
08237 Sant Quirze de Besora;;;Renta neta media por hogar;2019;35.467
08237 Sant Quirze de Besora;;;Renta neta media por hogar;2018;33.730
08237 Sant Quirze de Besora;;;Renta neta media por hogar;2017;32.332
08237 Sant Quirze de Besora;;;Renta neta media por hogar;2016;31.128
08237 Sant Quirze de Besora;;;Renta neta media por hogar;2015;30.229
08238 Sant Quirze del Vallès;;;Renta neta media por hogar;2023;62.048
08238 Sant Quirze del Vallès;;;Renta neta media por hogar;2022;59.745
08238 Sant Quirze del Vallès;;;Renta neta media por hogar;2021;56.173
08238 Sant Quirze del Vallès;;;Renta neta media por hogar;2020;54.275
08238 Sant Quirze del Vallès;;;Renta neta media por hogar;2019;54.782
08238 Sant Quirze del Vallès;;;Renta neta media por hogar;2018;52.562
08238 Sant Quirze del Vallès;;;Renta neta media por hogar;2017;52.502
08238 Sant Quirze del Vallès;;;Renta neta media por hogar;2016;50.483
08238 Sant Quirze del Vallès;;;Renta neta media por hogar;2015;48.526
08239 Sant Quirze Safaja;;;Renta neta media por hogar;2023;53.632
08239 Sant Quirze Safaja;;;Renta neta media por hogar;2022;51.078
08239 Sant Quirze Safaja;;;Renta neta media por hogar;2021;45.597
08239 Sant Quirze Safaja;;;Renta neta media por hogar;2020;44.497
08239 Sant Quirze Safaja;;;Renta neta media por hogar;2019;48.427
08239 Sant Quirze Safaja;;;Renta neta media por hogar;2018;47.561
08239 Sant Quirze Safaja;;;Renta neta media por hogar;2017;48.644
08239 Sant Quirze Safaja;;;Renta neta media por hogar;2016;44.041
08239 Sant Quirze Safaja;;;Renta neta media por hogar;2015;43.796
08240 Sant Sadurní d'Anoia;;;Renta neta media por hogar;2023;46.009
08240 Sant Sadurní d'Anoia;;;Renta neta media por hogar;2022;43.501
08240 Sant Sadurní d'Anoia;;;Renta neta media por hogar;2021;41.404
08240 Sant Sadurní d'Anoia;;;Renta neta media por hogar;2020;40.005
08240 Sant Sadurní d'Anoia;;;Renta neta media por hogar;2019;39.442
08240 Sant Sadurní d'Anoia;;;Renta neta media por hogar;2018;38.321
08240 Sant Sadurní d'Anoia;;;Renta neta media por hogar;2017;36.700
08240 Sant Sadurní d'Anoia;;;Renta neta media por hogar;2016;36.692
08240 Sant Sadurní d'Anoia;;;Renta neta media por hogar;2015;35.085
08241 Sant Sadurní d'Osormort;;;Renta neta media por hogar;2023;.
08241 Sant Sadurní d'Osormort;;;Renta neta media por hogar;2022;.
08241 Sant Sadurní d'Osormort;;;Renta neta media por hogar;2021;37.098
08241 Sant Sadurní d'Osormort;;;Renta neta media por hogar;2020;35.486
08241 Sant Sadurní d'Osormort;;;Renta neta media por hogar;2019;.
08241 Sant Sadurní d'Osormort;;;Renta neta media por hogar;2018;.
08241 Sant Sadurní d'Osormort;;;Renta neta media por hogar;2017;.
08241 Sant Sadurní d'Osormort;;;Renta neta media por hogar;2016;.
08241 Sant Sadurní d'Osormort;;;Renta neta media por hogar;2015;.
08242 Marganell;;;Renta neta media por hogar;2023;34.850
08242 Marganell;;;Renta neta media por hogar;2022;32.736
08242 Marganell;;;Renta neta media por hogar;2021;31.771
08242 Marganell;;;Renta neta media por hogar;2020;30.270
08242 Marganell;;;Renta neta media por hogar;2019;29.310
08242 Marganell;;;Renta neta media por hogar;2018;26.641
08242 Marganell;;;Renta neta media por hogar;2017;26.588
08242 Marganell;;;Renta neta media por hogar;2016;27.053
08242 Marganell;;;Renta neta media por hogar;2015;27.424
08243 Santa Cecília de Voltregà;;;Renta neta media por hogar;2023;66.585
08243 Santa Cecília de Voltregà;;;Renta neta media por hogar;2022;71.607
08243 Santa Cecília de Voltregà;;;Renta neta media por hogar;2021;62.704
08243 Santa Cecília de Voltregà;;;Renta neta media por hogar;2020;57.782
08243 Santa Cecília de Voltregà;;;Renta neta media por hogar;2019;56.037
08243 Santa Cecília de Voltregà;;;Renta neta media por hogar;2018;71.455
08243 Santa Cecília de Voltregà;;;Renta neta media por hogar;2017;53.480
08243 Santa Cecília de Voltregà;;;Renta neta media por hogar;2016;57.818
08243 Santa Cecília de Voltregà;;;Renta neta media por hogar;2015;49.290
08244 Santa Coloma de Cervelló;;;Renta neta media por hogar;2023;52.238
08244 Santa Coloma de Cervelló;;;Renta neta media por hogar;2022;49.723
08244 Santa Coloma de Cervelló;;;Renta neta media por hogar;2021;48.364
08244 Santa Coloma de Cervelló;;;Renta neta media por hogar;2020;46.058
08244 Santa Coloma de Cervelló;;;Renta neta media por hogar;2019;45.136
08244 Santa Coloma de Cervelló;;;Renta neta media por hogar;2018;43.887
08244 Santa Coloma de Cervelló;;;Renta neta media por hogar;2017;42.140
08244 Santa Coloma de Cervelló;;;Renta neta media por hogar;2016;41.253
08244 Santa Coloma de Cervelló;;;Renta neta media por hogar;2015;39.595
08245 Santa Coloma de Gramenet;;;Renta neta media por hogar;2023;34.161
08245 Santa Coloma de Gramenet;;;Renta neta media por hogar;2022;32.642
08245 Santa Coloma de Gramenet;;;Renta neta media por hogar;2021;31.195
08245 Santa Coloma de Gramenet;;;Renta neta media por hogar;2020;29.891
08245 Santa Coloma de Gramenet;;;Renta neta media por hogar;2019;30.063
08245 Santa Coloma de Gramenet;;;Renta neta media por hogar;2018;28.830
08245 Santa Coloma de Gramenet;;;Renta neta media por hogar;2017;27.520
08245 Santa Coloma de Gramenet;;;Renta neta media por hogar;2016;26.874
08245 Santa Coloma de Gramenet;;;Renta neta media por hogar;2015;26.122
08246 Santa Eugènia de Berga;;;Renta neta media por hogar;2023;42.375
08246 Santa Eugènia de Berga;;;Renta neta media por hogar;2022;40.183
08246 Santa Eugènia de Berga;;;Renta neta media por hogar;2021;38.798
08246 Santa Eugènia de Berga;;;Renta neta media por hogar;2020;37.392
08246 Santa Eugènia de Berga;;;Renta neta media por hogar;2019;37.342
08246 Santa Eugènia de Berga;;;Renta neta media por hogar;2018;35.959
08246 Santa Eugènia de Berga;;;Renta neta media por hogar;2017;34.267
08246 Santa Eugènia de Berga;;;Renta neta media por hogar;2016;34.149
08246 Santa Eugènia de Berga;;;Renta neta media por hogar;2015;33.046
08247 Santa Eulàlia de Riuprimer;;;Renta neta media por hogar;2023;45.769
