Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Ceuta;;;Distribución de la renta P80/P20;2015;5
Total Nacional;Ceuta;Ceuta;;Índice de Gini;2023;39,9
Total Nacional;Ceuta;Ceuta;;Índice de Gini;2022;40,6
Total Nacional;Ceuta;Ceuta;;Índice de Gini;2021;40,5
Total Nacional;Ceuta;Ceuta;;Índice de Gini;2020;42,3
Total Nacional;Ceuta;Ceuta;;Índice de Gini;2019;42,4
Total Nacional;Ceuta;Ceuta;;Índice de Gini;2018;42,9
Total Nacional;Ceuta;Ceuta;;Índice de Gini;2017;43,3
Total Nacional;Ceuta;Ceuta;;Índice de Gini;2016;43,6
Total Nacional;Ceuta;Ceuta;;Índice de Gini;2015;43,2
Total Nacional;Ceuta;Ceuta;;Distribución de la renta P80/P20;2023;3,9
Total Nacional;Ceuta;Ceuta;;Distribución de la renta P80/P20;2022;4,2
Total Nacional;Ceuta;Ceuta;;Distribución de la renta P80/P20;2021;4,2
Total Nacional;Ceuta;Ceuta;;Distribución de la renta P80/P20;2020;4,4
Total Nacional;Ceuta;Ceuta;;Distribución de la renta P80/P20;2019;4,6
Total Nacional;Ceuta;Ceuta;;Distribución de la renta P80/P20;2018;4,8
Total Nacional;Ceuta;Ceuta;;Distribución de la renta P80/P20;2017;5
Total Nacional;Ceuta;Ceuta;;Distribución de la renta P80/P20;2016;5
Total Nacional;Ceuta;Ceuta;;Distribución de la renta P80/P20;2015;5
Total Nacional;Melilla;;;Índice de Gini;2023;39,6
Total Nacional;Melilla;;;Índice de Gini;2022;39,9
Total Nacional;Melilla;;;Índice de Gini;2021;40,3
Total Nacional;Melilla;;;Índice de Gini;2020;42,4
Total Nacional;Melilla;;;Índice de Gini;2019;42,5
Total Nacional;Melilla;;;Índice de Gini;2018;43,3
Total Nacional;Melilla;;;Índice de Gini;2017;44,1
Total Nacional;Melilla;;;Índice de Gini;2016;44,6
Total Nacional;Melilla;;;Índice de Gini;2015;44,8
Total Nacional;Melilla;;;Distribución de la renta P80/P20;2023;4,1
Total Nacional;Melilla;;;Distribución de la renta P80/P20;2022;4,2
Total Nacional;Melilla;;;Distribución de la renta P80/P20;2021;4,1
Total Nacional;Melilla;;;Distribución de la renta P80/P20;2020;4,4
Total Nacional;Melilla;;;Distribución de la renta P80/P20;2019;4,6
Total Nacional;Melilla;;;Distribución de la renta P80/P20;2018;4,7
Total Nacional;Melilla;;;Distribución de la renta P80/P20;2017;5
Total Nacional;Melilla;;;Distribución de la renta P80/P20;2016;5,8
Total Nacional;Melilla;;;Distribución de la renta P80/P20;2015;5,6
Total Nacional;Melilla;Melilla;;Índice de Gini;2023;39,6
Total Nacional;Melilla;Melilla;;Índice de Gini;2022;39,9
Total Nacional;Melilla;Melilla;;Índice de Gini;2021;40,3
Total Nacional;Melilla;Melilla;;Índice de Gini;2020;42,4
Total Nacional;Melilla;Melilla;;Índice de Gini;2019;42,5
Total Nacional;Melilla;Melilla;;Índice de Gini;2018;43,3
Total Nacional;Melilla;Melilla;;Índice de Gini;2017;44,1
Total Nacional;Melilla;Melilla;;Índice de Gini;2016;44,6
Total Nacional;Melilla;Melilla;;Índice de Gini;2015;44,8
Total Nacional;Melilla;Melilla;;Distribución de la renta P80/P20;2023;4,1
Total Nacional;Melilla;Melilla;;Distribución de la renta P80/P20;2022;4,2
Total Nacional;Melilla;Melilla;;Distribución de la renta P80/P20;2021;4,1
Total Nacional;Melilla;Melilla;;Distribución de la renta P80/P20;2020;4,4
Total Nacional;Melilla;Melilla;;Distribución de la renta P80/P20;2019;4,6
Total Nacional;Melilla;Melilla;;Distribución de la renta P80/P20;2018;4,7
Total Nacional;Melilla;Melilla;;Distribución de la renta P80/P20;2017;5
Total Nacional;Melilla;Melilla;;Distribución de la renta P80/P20;2016;5,8
Total Nacional;Melilla;Melilla;;Distribución de la renta P80/P20;2015;5,6
